"Country,
Other","Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Continent
Finland,2605,+118,42,+2,300,2263,82,470,8,39000,7039,Europe
Thailand,2423,+54,32,+2,940,1451,61,35,0.5,71860,1030,Asia
Qatar,2376,+166,6,,206,2164,37,825,2,43144,14975,Asia
"Dominican Republic",2349,+238,118,+10,80,2151,147,217,11,7151,659,"North America"
Colombia,2223,+169,69,+14,174,1980,85,44,1,34910,686,"South America"
Greece,1955,+71,87,+4,269,1599,79,188,8,33634,3227,Europe
"South Africa",1934,+89,18,,95,1821,7,33,0.3,68874,1161,Africa
Singapore,1910,+287,7,+1,460,1443,29,326,1,65000,11110,Asia
Argentina,1894,+99,79,+14,365,1450,96,42,2,14850,329,"South America"
Ukraine,1892,+224,57,+5,45,1790,33,43,1,20608,471,Europe
Egypt,1699,+139,118,+15,348,1233,,17,1,25000,244,Africa
Algeria,1666,+94,235,+30,347,1084,46,38,5,3359,77,Africa
Iceland,1648,+32,6,,688,954,11,4829,18,32663,95718,Europe
Belarus,1486,+420,16,+3,139,1331,55,157,2,49000,5186,Europe
Croatia,1407,+64,20,+1,219,1168,34,343,5,13680,3332,Europe
Morocco,1374,+99,97,+4,109,1168,1,37,3,6116,166,Africa
Moldova,1289,+115,29,+2,50,1210,80,320,7,5108,1266,Europe
"New Zealand",1239,+29,1,,317,921,4,257,0.2,51165,10610,Australia/Oceania
Iraq,1232,+30,69,,496,667,,31,2,30466,757,Asia
Estonia,1207,+22,24,,83,1100,9,910,18,26416,19914,Europe
Slovenia,1124,+33,43,+3,128,953,34,541,21,31813,15303,Europe
Hungary,980,+85,66,+8,96,818,17,101,7,27826,2880,Europe
"Hong Kong",974,+13,4,,293,677,14,130,0.5,96709,12900,Asia
Lithuania,955,+43,16,+1,8,931,21,351,6,32809,12052,Europe
Azerbaijan,926,+104,9,+1,101,816,27,91,0.9,57371,5658,Asia
Armenia,921,+40,10,+1,138,773,30,311,3,5823,1965,Asia
Kuwait,910,+55,1,,111,798,22,213,0.2,,,Asia
Bahrain,887,+64,5,,519,363,3,521,3,55096,32379,Asia
"Bosnia and Herzegovina",858,+54,35,+1,101,722,4,262,11,6911,2106,Europe
Kazakhstan,781,+54,8,+1,60,713,21,42,0.4,59371,3162,Asia
Cameroon,730,,10,,60,660,,27,0.4,,,Africa
"Diamond Princess",712,,11,,619,82,10,,,,,
Slovakia,701,+19,2,,23,676,5,128,0.4,21371,3914,Europe
"North Macedonia",663,+46,30,+1,37,596,15,318,14,6571,3154,Europe
Tunisia,643,+15,25,+1,25,593,78,54,2,9570,810,Africa
Bulgaria,618,+25,24,,48,546,32,89,3,15899,2288,Europe
Latvia,589,+12,3,+1,16,570,3,312,2,25458,13497,Europe
Andorra,583,+19,25,+2,58,500,17,7545,324,1673,21653,Europe
Lebanon,582,+6,19,,67,496,29,85,3,12524,1835,Asia
Uzbekistan,582,+37,3,,38,541,8,17,0.09,70000,2091,Asia
Cyprus,564,+38,10,+1,53,501,13,467,8,14273,11822,Asia
"Costa Rica",539,+37,3,,30,506,13,106,0.6,6298,1236,"North America"
Cuba,515,+58,15,+3,28,472,15,45,1,9410,831,"North America"
Afghanistan,484,+40,15,+1,32,437,,12,0.4,,,Asia
Oman,457,+38,3,+1,109,345,3,89,0.6,,,Asia
Uruguay,456,,7,,192,257,14,131,2,6175,1778,"South America"
"Ivory Coast",444,+60,3,,52,389,,17,0.1,,,Africa
"Burkina Faso",443,+29,24,+1,146,273,,21,1,,,Africa
Niger,410,+68,11,,40,359,,17,0.5,4251,176,Africa
Albania,409,+9,23,+1,165,221,7,142,8,3223,1120,Europe
Taiwan,380,+1,5,,80,295,,16,0.2,42315,1777,Asia
Ghana,378,+65,6,,3,369,2,12,0.2,12046,388,Africa
Jordan,372,+14,7,+1,161,204,5,36,0.7,17000,1666,Asia
Réunion,362,,,,40,322,4,404,,,,Africa
"Channel Islands",361,+10,8,,40,313,,2076,46,1157,6655,Europe
Honduras,343,+31,23,+1,6,314,10,35,2,,,"North America"
Malta,337,+38,2,+1,16,319,4,763,5,13732,31100,Europe
"San Marino",333,+25,34,,49,250,14,9814,1002,846,24933,Europe
Bangladesh,330,+112,21,+1,33,276,1,2,0.1,6175,37,Asia
Mauritius,314,+41,7,,23,284,3,247,6,6730,5292,Africa
Nigeria,288,+12,7,+1,51,230,2,1,0.03,5000,24,Africa
Kyrgyzstan,280,+10,4,,35,241,5,43,0.6,9618,1474,Asia
Bolivia,264,+54,18,+3,2,244,3,23,2,591,51,"South America"
Palestine,263,,1,,44,218,,52,0.2,16068,3150,Asia
Vietnam,255,+4,,,128,127,8,3,,114241,1174,Asia
Montenegro,252,+4,2,,4,246,7,401,3,2329,3708,Europe
Senegal,250,+6,2,,123,125,1,15,0.1,,,Africa
Georgia,218,+7,3,,51,164,6,55,0.8,3271,820,Asia
Guinea,194,+30,,,11,183,,15,,,,Africa
"Sri Lanka",190,+1,7,,49,134,5,9,0.3,3248,152,Asia
"Isle of Man",190,+32,1,,92,97,12,2234,12,1879,22097,Europe
Kenya,184,+5,7,+1,12,165,2,3,0.1,5278,98,Africa
Mayotte,184,,2,,26,156,4,674,7,1100,4032,Africa
"Faeroe Islands",184,,,,136,48,,3766,,5299,108446,Europe
DRC,180,,18,,9,153,,2,0.2,,,Africa
Venezuela,171,+4,9,,84,78,6,6,0.3,139282,4898,"South America"
Martinique,154,,6,,50,98,19,410,16,,,"North America"
Guadeloupe,143,+2,8,,67,68,13,357,20,,,"North America"
Djibouti,140,+5,1,+1,28,111,,142,1,3399,3440,Africa
Brunei,135,,1,,92,42,3,309,2,8985,20538,Asia
Paraguay,124,+5,5,,18,101,1,17,0.7,2039,286,"South America"
Gibraltar,123,+3,,,60,63,1,3651,,1511,44849,Europe
Cambodia,119,+2,,,62,57,1,7,,5768,345,Asia
Rwanda,113,+3,,,7,106,,9,,806,62,Africa
"Trinidad and Tobago",109,+2,8,,1,100,,78,6,987,705,"North America"
"El Salvador",103,+10,6,+1,14,83,3,16,0.9,,,"North America"
Guatemala,95,+8,3,,17,75,3,5,0.2,1134,63,"North America"
Madagascar,93,,,,11,82,1,3,,,,Africa
Monaco,84,+3,1,,5,78,4,2141,25,,,Europe
"French Guiana",83,,,,43,40,1,278,,,,"South America"
Aruba,82,+5,,,20,62,,768,,1008,9441,"North America"
Liechtenstein,78,,1,,55,22,,2046,26,900,23605,Europe
Mali,74,+15,7,,22,45,,4,0.3,,,Africa
Togo,73,+3,3,,24,46,,9,0.4,1747,211,Africa
Barbados,66,+3,3,,11,52,4,230,10,694,2415,"North America"
Jamaica,63,,4,,12,47,,21,1,907,306,"North America"
Congo,60,+15,5,,5,50,,11,0.9,,,Africa
Ethiopia,56,+1,2,,4,50,2,0.5,0.02,2790,24,Africa
Uganda,53,,,,,53,,1,,3310,72,Africa
"French Polynesia",51,,,,,51,,182,,744,2649,Australia/Oceania
Bermuda,48,+9,4,+1,25,19,,771,64,354,5684,"North America"
"Cayman Islands",45,,1,,6,38,,685,15,479,7288,"North America"
Macao,45,,,,10,35,1,69,,,,Asia
Gabon,44,+10,1,,1,42,,20,0.4,,,Africa
"Sint Maarten",43,+3,6,,1,36,2,1003,140,112,2612,"North America"
Bahamas,41,+1,8,+1,5,28,1,104,20,,,"North America"
Zambia,39,,1,,24,14,1,2,0.05,1239,67,Africa
Guyana,37,,6,,8,23,4,47,8,145,184,"South America"
Guinea-Bissau,36,+3,,,,36,,18,,1500,762,Africa
Eritrea,33,,,,,33,,9,,,,Africa
"Saint Martin",32,,2,,7,23,6,828,52,,,"North America"
Liberia,31,,4,,3,24,,6,0.8,,,Africa
Haiti,30,+3,2,+1,,28,,3,0.2,257,23,"North America"
Benin,26,,1,,5,20,,2,0.08,,,Africa
Tanzania,25,,1,,5,19,,0.4,0.02,,,Africa
Libya,24,+3,1,,8,15,,3,0.1,492,72,Africa
Myanmar,23,+1,3,,2,18,,0.4,0.06,1246,23,Asia
Angola,19,,2,,2,15,,0.6,0.06,,,Africa
"Antigua and Barbuda",19,,2,,,17,1,194,20,40,408,"North America"
Syria,19,,2,,4,13,,1,0.1,,,Asia
Maldives,19,,,,13,6,,35,,,,Asia
"Equatorial Guinea",18,,,,3,15,,13,,854,609,Africa
"New Caledonia",18,,,,1,17,,63,,2320,8126,Australia/Oceania
Mozambique,17,,,,1,16,,0.5,,483,15,Africa
Laos,16,+1,,,,16,,2,,903,124,Asia
Mongolia,16,,,,4,12,,5,,,,Asia
Namibia,16,,,,3,13,,6,,362,142,Africa
Sudan,15,+1,2,,2,11,,0.3,0.05,,,Africa
Dominica,15,,,,1,14,,208,,293,4070,"North America"
Fiji,15,,,,,15,,17,,,,Australia/Oceania
Curaçao,14,,1,,7,6,,85,6,,,"North America"
"Saint Lucia",14,,,,1,13,,76,,,,"North America"
Botswana,13,+7,1,,,12,,6,0.4,1154,491,Africa
Somalia,12,,1,,1,10,,0.8,0.06,,,Africa
Grenada,12,,,,,12,2,107,,45,400,"North America"
"St. Vincent Grenadines",12,+4,,,1,11,,108,,56,505,"North America"
Eswatini,12,,,,7,5,,10,,,,Africa
Zimbabwe,11,,3,,,8,,0.7,0.2,371,25,Africa
Chad,11,+1,,,2,9,,0.7,,,,Africa
Greenland,11,,,,11,0,,194,,770,13564,"North America"
"Saint Kitts and Nevis",11,,,,,11,,207,,183,3440,"North America"
Seychelles,11,,,,,11,,112,,,,Africa
Suriname,10,,1,,4,5,,17,2,,,"South America"
"MS Zaandam",9,,2,,,7,,,,,,
Belize,9,+1,1,,,8,1,23,3,364,915,"North America"
Nepal,9,,,,1,8,,0.3,,2895,99,Asia
Montserrat,9,,,,,9,1,1803,,36,7212,"North America"
Malawi,8,,1,,,7,1,0.4,0.05,,,Africa
"Turks and Caicos",8,,1,,,7,,207,26,61,1576,"North America"
CAR,8,,,,,8,,2,,,,Africa
"Vatican City",8,,,,2,6,,9988,,,,Europe
"Cabo Verde",7,,1,,1,5,,13,2,,,Africa
Mauritania,7,+1,1,,2,4,,2,0.2,258,55,Africa
Nicaragua,7,+1,1,,,6,,1,0.2,,,"North America"
"Sierra Leone",7,,,,,7,,0.9,,,,Africa
"St. Barth",6,,,,1,5,,607,,,,"North America"
Bhutan,5,,,,2,3,,6,,1166,1511,Asia
"Falkland Islands",5,,,,1,4,,1437,,137,39368,"South America"
Gambia,4,,1,,2,1,,2,0.4,,,Africa
"Sao Tome and Principe",4,,,,,4,,18,,19,87,Africa
"Western Sahara",4,,,,,4,,7,,,,Africa
Anguilla,3,,,,,3,,200,,,,"North America"
"British Virgin Islands",3,,,,,3,,99,,,,"North America"
Burundi,3,,,,,3,,0.3,,,,Africa
"South Sudan",3,+1,,,,3,,0.3,,,,Africa
"Caribbean Netherlands",2,,,,,2,,76,,10,381,"North America"
"Papua New Guinea",2,,,,,2,,0.2,,72,8,Australia/Oceania
"Saint Pierre Miquelon",1,,,,,1,,173,,,,"North America"
Timor-Leste,1,,,,,1,,0.8,,,,Asia
China,81865,,3335,,77370,1160,176,57,2,,,Asia
*Total:*,1602341,"+84,215",95643,"+7,183",355671,1151027,49148,205.6,12.3,,,All
