"Country,
Other","Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Continent
Belarus,2919,+341,29,+3,203,2687,55,309,3,68000,7196,Europe
Singapore,2918,+386,9,+1,586,2323,29,499,2,72680,12423,Asia
Colombia,2852,+76,112,+3,319,2421,92,56,2,41765,821,"South America"
Thailand,2579,+28,40,+2,1288,1251,61,37,0.6,71860,1030,Asia
Argentina,2277,+135,98,+8,515,1664,83,50,2,19758,437,"South America"
"South Africa",2272,+99,27,+2,410,1835,7,38,0.5,83663,1411,Africa
Egypt,2190,+125,164,+5,589,1437,,21,2,25000,244,Africa
Greece,2145,+31,99,+1,269,1777,73,206,9,43417,4165,Europe
Algeria,1983,+69,313,+20,601,1069,60,45,7,3359,77,Africa
Morocco,1763,+102,126,+8,203,1434,1,48,3,8952,243,Africa
Moldova,1712,+50,35,+4,107,1570,80,424,9,6271,1555,Europe
Iceland,1711,+10,8,,933,770,10,5014,23,35253,103308,Europe
Croatia,1650,+50,25,+2,400,1225,34,402,6,17790,4333,Europe
Hungary,1458,+48,109,+10,120,1229,58,151,11,34819,3604,Europe
Iraq,1378,+26,78,+2,717,583,,34,2,37791,940,Asia
Bahrain,1361,+225,6,,591,764,4,800,4,67327,39567,Asia
"New Zealand",1349,+19,5,+1,546,798,4,280,1,62827,13029,Australia/Oceania
Estonia,1332,+23,28,+3,102,1202,9,1004,21,30764,23191,Europe
Kuwait,1300,+66,2,+1,150,1148,26,304,0.5,,,Asia
Slovenia,1212,+7,55,+2,152,1005,34,583,26,35405,17030,Europe
Azerbaijan,1148,+50,12,+1,289,847,25,113,1,66677,6576,Asia
Kazakhstan,1091,+140,12,+2,138,941,21,58,0.6,69304,3691,Asia
Lithuania,1062,+9,24,+1,101,937,14,390,9,41503,15246,Europe
Armenia,1039,+26,14,+1,211,814,30,351,5,7631,2575,Asia
"Bosnia and Herzegovina",1037,+28,39,,206,792,4,316,12,11612,3539,Europe
"Hong Kong",1010,+5,4,,397,609,13,135,0.5,96709,12900,Asia
Uzbekistan,998,+133,4,,85,909,8,30,0.1,70000,2091,Asia
"North Macedonia",854,+26,38,+4,44,772,15,410,18,8552,4105,Europe
Cameroon,848,+28,12,,98,738,,32,0.5,,,Africa
Bangladesh,803,+182,39,+5,42,722,1,5,0.2,11223,68,Asia
Slovakia,769,+27,2,,107,660,5,141,0.4,28750,5266,Europe
Oman,727,+128,4,,124,599,3,142,0.8,,,Asia
Tunisia,726,+19,34,+3,43,649,89,61,3,11825,1001,Africa
Cuba,726,+57,21,+3,121,584,11,64,2,17133,1513,"North America"
"Diamond Princess",712,,11,,619,82,10,,,,,
Bulgaria,685,+10,32,+3,71,582,36,99,5,18502,2663,Europe
Afghanistan,665,+58,21,+3,32,612,,17,0.5,,,Asia
Cyprus,662,+29,12,+1,65,585,8,548,10,17923,14845,Asia
Latvia,655,+4,5,,16,634,2,347,3,28776,15256,Europe
Andorra,646,+8,29,,128,489,17,8361,375,1673,21653,Europe
Lebanon,632,+2,20,,80,532,34,93,3,15408,2257,Asia
"Ivory Coast",626,+52,6,+1,89,531,,24,0.2,,,Africa
"Costa Rica",612,+17,3,,62,547,14,120,0.6,6868,1348,"North America"
Ghana,566,,8,,4,554,2,18,0.3,37954,1221,Africa
Niger,548,+19,13,+1,86,449,,23,0.5,4399,182,Africa
"Burkina Faso",515,+18,27,,161,327,,25,1,,,Africa
Uruguay,483,,8,+1,248,227,15,139,2,9236,2659,"South America"
Albania,467,+21,23,,232,212,7,162,8,4070,1414,Europe
"Channel Islands",436,+5,9,,48,379,,2508,52,3320,19095,Europe
Kyrgyzstan,419,+42,5,,67,347,5,64,0.8,9618,1474,Asia
Honduras,397,+4,25,,7,365,10,40,3,1600,162,"North America"
Taiwan,393,+5,6,,114,273,,17,0.3,47215,1982,Asia
Jordan,391,+2,7,,215,169,5,38,0.7,20500,2009,Asia
Réunion,391,+2,,,40,351,3,437,,,,Africa
Malta,384,+6,3,,44,337,4,870,7,18065,40913,Europe
"San Marino",371,+15,36,+1,53,282,15,10934,1061,846,24933,Europe
Nigeria,343,+20,10,,91,242,2,2,0.05,5000,24,Africa
Bolivia,330,+30,27,+3,2,301,3,28,2,2185,187,"South America"
Mauritius,324,,9,,42,273,3,255,7,7077,5565,Africa
Guinea,319,+69,,,17,302,,24,,,,Africa
Palestine,308,+18,2,,58,248,,60,0.4,17329,3397,Asia
Djibouti,298,+84,2,,41,255,,302,2,4949,5009,Africa
Senegal,291,+11,2,,178,111,1,17,0.1,,,Africa
Montenegro,274,+2,3,,5,266,7,436,5,2869,4568,Europe
Georgia,272,+15,3,,68,201,6,68,0.8,3271,820,Asia
Vietnam,265,+3,,,146,119,8,3,,121821,1252,Asia
"Isle of Man",242,+14,2,,131,109,13,2846,24,2030,23873,Europe
DRC,235,+1,20,,17,198,,3,0.2,,,Africa
"Sri Lanka",217,+7,7,,56,154,1,10,0.3,4525,211,Asia
Kenya,208,+11,9,+1,40,159,2,4,0.2,8123,151,Africa
Mayotte,207,+11,3,,59,145,3,759,11,1400,5132,Africa
Venezuela,189,+8,9,,110,70,6,7,0.3,203108,7143,"South America"
"Faeroe Islands",184,,,,157,27,,3766,,5509,112744,Europe
Martinique,157,+2,6,,50,101,19,418,16,,,"North America"
Guatemala,156,+1,5,,19,132,3,9,0.3,1134,63,"North America"
Paraguay,147,+13,6,,22,119,1,21,0.8,3394,476,"South America"
Guadeloupe,145,+2,8,,67,70,13,362,20,,,"North America"
"El Salvador",137,+12,6,,22,109,2,21,0.9,6729,1037,"North America"
Brunei,136,,1,,107,28,2,311,2,10167,23240,Asia
Gibraltar,129,,,,93,36,1,3829,,1649,48945,Europe
Rwanda,127,+1,,,42,85,,10,,1966,152,Africa
Mali,123,+18,10,+1,26,87,,6,0.5,,,Africa
Cambodia,122,,,,77,45,1,7,,5768,345,Asia
"Trinidad and Tobago",113,,8,,16,89,,81,6,1126,805,"North America"
Madagascar,106,,,,21,85,1,4,,,,Africa
Monaco,93,,1,,6,86,5,2370,25,,,Europe
Aruba,92,,,,32,60,1,862,,1145,10724,"North America"
"French Guiana",86,,,,51,35,1,288,,,,"South America"
Liechtenstein,79,,1,,55,23,,2072,26,900,23605,Europe
Togo,77,+1,3,,29,45,,9,0.4,2739,331,Africa
Ethiopia,74,+3,3,,14,57,,0.6,0.03,4110,36,Africa
Jamaica,73,+1,4,,19,50,,25,1,1199,405,"North America"
Barbados,72,+1,4,,13,55,4,251,14,839,2920,"North America"
Myanmar,62,+21,4,,2,56,,1,0.07,1406,26,Asia
Congo,60,,5,,5,50,,11,0.9,,,Africa
Somalia,60,+35,2,+1,2,56,2,4,0.1,,,Africa
Liberia,59,+9,6,+1,4,49,,12,1,,,Africa
Bermuda,57,,5,+1,30,22,3,915,80,416,6680,"North America"
Gabon,57,+8,1,,1,55,,26,0.4,,,Africa
"French Polynesia",55,+2,,,,55,1,196,,920,3275,Australia/Oceania
"Cayman Islands",54,+1,1,,6,47,3,822,15,580,8825,"North America"
Uganda,54,,,,7,47,,1,,5025,110,Africa
"Sint Maarten",50,,9,,5,36,2,1166,210,134,3125,"North America"
Tanzania,49,+17,3,,7,39,,0.8,0.05,,,Africa
Bahamas,47,+1,8,,6,33,1,120,20,,,"North America"
Guyana,45,,6,,8,31,3,57,8,193,245,"South America"
Zambia,45,+2,2,,30,13,1,2,0.1,1653,90,Africa
Macao,45,,,,10,35,1,69,,,,Asia
Haiti,40,+7,3,,,37,,4,0.3,365,32,"North America"
Guinea-Bissau,38,,,,,38,,19,,1500,762,Africa
Benin,35,,1,,5,29,,3,0.08,,,Africa
Eritrea,34,,,,,34,,10,,,,Africa
"Saint Martin",32,,2,,11,19,5,828,52,,,"North America"
Sudan,29,+10,4,+2,4,21,,0.7,0.09,,,Africa
Libya,26,+1,1,,9,16,,4,0.1,545,79,Africa
Syria,25,,2,,5,18,,1,0.1,,,Asia
"Antigua and Barbuda",23,+2,2,,3,18,1,235,20,73,745,"North America"
Chad,23,+5,,,2,21,,1,,,,Africa
"Equatorial Guinea",21,,,,4,17,,15,,854,609,Africa
Mozambique,21,,,,2,19,,0.7,,683,22,Africa
Maldives,20,,,,14,6,,37,,,,Asia
Angola,19,,2,,4,13,,0.6,0.06,,,Africa
Laos,19,,,,,19,,3,,1140,157,Asia
Belize,18,+4,2,,,16,1,45,5,567,1426,"North America"
"New Caledonia",18,,,,1,17,,63,,2608,9135,Australia/Oceania
Zimbabwe,17,+3,3,,,14,,1,0.2,604,41,Africa
Mongolia,17,+1,,,4,13,,5,,,,Asia
Malawi,16,+3,2,,,14,1,0.8,0.1,314,16,Africa
Dominica,16,,,,8,8,,222,,345,4793,"North America"
Fiji,16,,,,,16,,18,,,,Australia/Oceania
Namibia,16,,,,3,13,,6,,362,142,Africa
"Saint Lucia",15,,,,4,11,,82,,,,"North America"
Eswatini,15,+1,,,7,8,,13,,714,615,Africa
Curaçao,14,,1,,8,5,,85,6,,,"North America"
Nepal,14,+2,,,1,13,,0.5,,5184,178,Asia
Grenada,14,,,,,14,2,124,,92,818,"North America"
Botswana,13,,1,,,12,,6,0.4,3115,1325,Africa
"Saint Kitts and Nevis",12,,,,,12,,226,,216,4060,"North America"
"St. Vincent Grenadines",12,,,,1,11,,108,,56,505,"North America"
CAR,11,+3,,,3,8,,2,,,,Africa
Greenland,11,,,,11,0,,194,,912,16065,"North America"
Montserrat,11,+2,,,1,10,1,2204,,36,7212,"North America"
Seychelles,11,,,,,11,,112,,,,Africa
"Cabo Verde",10,+2,1,,1,8,,18,2,,,Africa
Suriname,10,,1,,6,3,,17,2,,,"South America"
"Turks and Caicos",10,+1,1,,,9,,258,26,69,1782,"North America"
"Sierra Leone",10,,,,,10,,1,,,,Africa
"MS Zaandam",9,,2,,,7,,,,,,
Gambia,9,,1,,2,6,,4,0.4,281,116,Africa
Nicaragua,9,,1,,4,4,,1,0.2,,,"North America"
"Vatican City",8,,,,2,6,,9988,,,,Europe
Mauritania,7,,1,,2,4,,2,0.2,527,113,Africa
"St. Barth",6,,,,4,2,,607,,,,"North America"
"Western Sahara",6,,,,,6,,10,,,,Africa
Burundi,5,,1,+1,,4,,0.4,0.08,,,Africa
Bhutan,5,,,,2,3,,6,,1166,1511,Asia
"Falkland Islands",5,,,,1,4,,1437,,137,39368,"South America"
"Sao Tome and Principe",4,,,,,4,,18,,19,87,Africa
"South Sudan",4,,,,,4,,0.4,,,,Africa
Timor-Leste,4,+2,,,1,3,,3,,,,Asia
Anguilla,3,,,,1,2,,200,,,,"North America"
"British Virgin Islands",3,,,,2,1,,99,,,,"North America"
"Caribbean Netherlands",3,,,,,3,,114,,10,381,"North America"
"Papua New Guinea",2,,,,,2,,0.2,,72,8,Australia/Oceania
"Saint Pierre Miquelon",1,,,,,1,,173,,,,"North America"
Yemen,1,,,,,1,,0.03,,,,Asia
China,82160,,3341,,77663,1156,121,57,2,,,Asia
*Total:*,626498,"+28,203",25082,"+1,606",46563,554853,13863,,,,,"North America"
*Total:*,907386,"+26,276",79989,"+3,221",231946,595451,29807,,,,,Europe
*Total:*,310240,"+11,396",11351,+347,150611,148278,6655,,,,,Asia
*Total:*,54692,"+4,111",2248,+167,7061,45383,1151,,,,,"South America"
*Total:*,7799,+67,66,+3,4041,3692,84,,,,,Australia/Oceania
*Total:*,15944,+862,838,+47,3045,12061,178,,,,,Africa
*Total:*,721,,13,,619,89,10,,,,,
*Total:*,1923280,"+70,915",119587,"+5,391",443886,1359807,51748,246.7,15.3,,,All
