"Country,
Other","Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Continent
Croatia,1881,+10,47,,771,1063,18,458,11,26610,6482,Europe
Kazakhstan,1852,+176,19,+2,447,1386,22,99,1,117949,6282,Asia
Iceland,1773,+2,10,+1,1362,401,4,5196,29,43143,126429,Europe
Uzbekistan,1627,+62,5,,261,1361,8,49,0.1,136000,4063,Asia
Iraq,1574,+35,82,,1043,449,,39,2,59055,1468,Asia
Estonia,1535,+7,40,,165,1330,9,1157,30,40930,30855,Europe
"New Zealand",1440,+9,12,,974,454,2,299,2,86305,17897,Australia/Oceania
Azerbaijan,1436,+38,19,,791,626,16,142,2,95747,9443,Asia
Oman,1410,+144,7,,238,1165,3,276,1,,,Asia
Armenia,1339,+48,22,+2,580,737,30,452,7,13373,4513,Asia
Slovenia,1335,+5,77,+3,193,1065,26,642,37,41802,20107,Europe
Lithuania,1326,+28,37,+2,242,1047,17,487,14,66352,24374,Europe
"Bosnia and Herzegovina",1309,+24,49,+1,381,879,4,399,15,18538,5650,Europe
"North Macedonia",1225,+18,54,+3,200,971,9,588,26,11870,5697,Europe
Slovakia,1173,+12,13,+1,251,909,8,215,2,46734,8560,Europe
Cameroon,1163,+146,42,,305,816,33,44,2,,,Africa
Cuba,1087,+52,36,+2,285,766,9,96,3,28598,2525,"North America"
Ghana,1042,,9,,99,934,4,34,0.3,68591,2207,Africa
Afghanistan,1026,+30,36,+3,135,855,7,26,0.9,6422,165,Asia
"Hong Kong",1026,,4,,630,392,8,137,0.5,131786,17579,Asia
Bulgaria,929,+35,43,+1,167,719,34,134,6,26417,3802,Europe
Tunisia,884,+5,38,,148,698,34,75,3,17287,1463,Africa
"Ivory Coast",879,+32,10,+1,287,582,,33,0.4,,,Africa
Djibouti,846,,2,,102,742,,856,2,8144,8243,Africa
Cyprus,772,+5,12,,81,679,15,639,10,34087,28233,Asia
Latvia,739,+12,5,,88,646,5,392,3,36668,19440,Europe
Andorra,717,+4,37,+1,248,432,17,9280,479,1673,21653,Europe
"Diamond Princess",712,,13,,644,55,7,,,,,
Lebanon,677,+4,21,,103,553,27,99,3,20929,3066,Asia
Nigeria,665,+38,22,+1,188,455,2,3,0.1,7153,35,Africa
"Costa Rica",662,+2,6,+1,124,532,8,130,1,10879,2136,"North America"
Niger,648,,20,,117,511,,27,0.8,4715,195,Africa
Guinea,622,+43,5,,122,495,,47,0.4,,,Africa
Albania,584,+22,26,,327,231,5,203,9,5775,2007,Europe
"Burkina Faso",581,+5,38,+2,357,186,,28,2,,,Africa
Kyrgyzstan,568,+14,7,+2,201,360,5,87,1,26147,4008,Asia
Bolivia,564,+44,33,+1,31,500,3,48,3,3569,306,"South America"
Uruguay,535,+18,10,,313,212,13,154,3,13396,3856,"South America"
"Channel Islands",488,,24,+3,73,391,,2807,138,3320,19095,Europe
Honduras,477,+5,46,,25,406,10,48,5,2535,256,"North America"
"San Marino",462,+1,39,,61,362,4,13616,1149,1726,50868,Europe
Palestine,449,+10,3,,71,375,,88,0.6,17329,3397,Asia
Malta,431,+4,3,,126,302,2,976,7,24919,56436,Europe
Jordan,425,+8,7,,282,136,5,42,0.7,33000,3234,Asia
Taiwan,422,+2,6,,203,213,,18,0.3,53632,2252,Asia
Réunion,408,,,,237,171,4,456,,,,Africa
Georgia,402,+8,4,,95,303,6,101,1,7611,1908,Asia
Senegal,377,+10,5,+2,235,137,1,23,0.3,,,Africa
DRC,332,+5,25,,27,280,,4,0.3,,,Africa
Mauritius,328,,9,,224,95,3,258,7,9755,7670,Africa
Montenegro,312,+4,5,,88,219,7,497,8,3874,6168,Europe
"Sri Lanka",304,+33,7,,98,199,1,14,0.3,6463,302,Asia
"Isle of Man",300,+2,9,+3,200,91,15,3528,106,2509,29506,Europe
Guatemala,289,+32,7,,21,261,3,16,0.4,7200,402,"North America"
Venezuela,285,+29,10,+1,117,158,4,10,0.4,347236,12211,"South America"
Kenya,281,+11,14,,69,198,2,5,0.3,13872,258,Africa
Mayotte,271,,4,,117,150,5,993,15,1850,6781,Africa
Vietnam,268,,,,214,54,8,3,,206253,2119,Asia
Tanzania,254,+84,10,+3,11,233,4,4,0.2,,,Africa
Mali,246,+22,14,,56,176,,12,0.7,,,Africa
Somalia,237,+73,8,+1,4,225,2,15,0.5,,,Africa
Jamaica,223,+50,5,,27,191,,75,2,1809,611,"North America"
"El Salvador",218,+17,7,,46,165,2,34,1,12210,1882,"North America"
Paraguay,208,+2,8,,46,154,1,29,1,4950,694,"South America"
"Faeroe Islands",185,,,,176,9,,3786,,6021,123222,Europe
Martinique,163,,12,,73,78,11,434,32,,,"North America"
Congo,160,+17,6,,16,138,,29,1,,,Africa
Guadeloupe,148,,8,,73,67,13,370,20,,,"North America"
Rwanda,147,,,,76,71,,11,,6959,537,Africa
Brunei,138,,1,,116,21,2,315,2,11633,26591,Asia
Gibraltar,132,,,,120,12,1,3918,,1912,56751,Europe
Cambodia,122,,,,107,15,1,7,,5768,345,Asia
Madagascar,121,,,,41,80,1,4,,2357,85,Africa
Gabon,120,+11,1,,7,112,2,54,0.4,572,257,Africa
Myanmar,119,+8,5,,7,107,,2,0.09,4692,86,Asia
"Trinidad and Tobago",114,,8,,22,84,,81,6,1371,980,"North America"
Ethiopia,111,+3,3,,16,92,1,1,0.03,7953,69,Africa
Sudan,107,+41,12,+2,8,87,,2,0.3,,,Africa
Liberia,99,+8,8,,7,84,,20,2,,,Africa
Aruba,97,,2,,49,46,4,909,19,1442,13506,"North America"
"French Guiana",97,+1,1,+1,69,27,2,325,3,,,"South America"
Monaco,94,,3,,23,68,3,2395,76,,,Europe
Bermuda,86,,5,,37,44,10,1381,80,651,10453,"North America"
Togo,84,,6,+1,53,25,,10,0.7,4381,529,Africa
Liechtenstein,81,,1,,55,25,,2124,26,900,23605,Europe
"Equatorial Guinea",79,,,,7,72,,56,,854,609,Africa
Barbados,75,,5,,23,47,4,261,17,1063,3699,"North America"
Maldives,69,+17,,,16,53,1,128,,4139,7657,Asia
"Sint Maarten",67,,10,,12,45,6,1563,233,163,3802,"North America"
"Cabo Verde",67,+6,1,,1,65,,121,2,,,Africa
"Cayman Islands",66,+5,1,,7,58,3,1004,15,778,11838,"North America"
Guyana,65,,7,,9,49,4,83,9,322,409,"South America"
Zambia,65,+4,3,,35,27,1,4,0.2,2586,141,Africa
Bahamas,60,,9,,11,40,1,153,23,,,"North America"
Haiti,57,+10,3,,,54,,5,0.3,618,54,"North America"
"French Polynesia",56,+1,,,19,37,1,199,,1515,5393,Australia/Oceania
Uganda,56,+1,,,38,18,,1,,12565,275,Africa
Benin,54,+19,1,,27,26,,4,0.08,,,Africa
Libya,51,,1,,15,35,,7,0.1,808,118,Africa
Guinea-Bissau,50,,,,3,47,,25,,1500,762,Africa
Macao,45,,,,22,23,1,69,,,,Asia
"Sierra Leone",43,+8,,,6,37,,5,,,,Africa
Syria,39,,3,,5,31,,2,0.2,,,Asia
Eritrea,39,,,,3,36,,11,,,,Africa
Mozambique,39,,,,8,31,,1,,1037,33,Africa
"Saint Martin",37,,2,,19,16,5,957,52,,,"North America"
Chad,33,,,,8,25,,2,,,,Africa
Mongolia,33,+1,,,7,26,,10,,1554,474,Asia
Nepal,31,,,,4,27,,1,,29567,1015,Asia
Zimbabwe,25,,3,,2,20,,2,0.2,2851,192,Africa
Angola,24,,2,,6,16,,0.7,0.06,,,Africa
Eswatini,24,+2,1,,8,15,,21,0.9,714,615,Africa
"Antigua and Barbuda",23,,3,,3,17,1,235,31,73,745,"North America"
Timor-Leste,22,+3,,,1,21,,17,,,,Asia
Botswana,20,,1,,,19,,9,0.4,4432,1885,Africa
Laos,19,,,,2,17,,3,,1349,185,Asia
Belize,18,,2,,2,14,1,45,5,651,1637,"North America"
Fiji,18,+1,,,3,15,,20,,,,Australia/Oceania
"New Caledonia",18,,,,15,3,1,63,,3399,11906,Australia/Oceania
Malawi,17,,2,,3,12,1,0.9,0.1,429,22,Africa
Dominica,16,,,,8,8,,222,,345,4793,"North America"
Namibia,16,,,,6,10,,6,,524,206,Africa
"Saint Kitts and Nevis",15,+1,,,,15,,282,,247,4643,"North America"
"Saint Lucia",15,,,,13,2,,82,,344,1873,"North America"
Curaçao,14,,1,,11,2,,85,6,286,1743,"North America"
Grenada,14,,,,6,8,4,124,,92,818,"North America"
CAR,12,,,,4,8,,2,,,,Africa
"St. Vincent Grenadines",12,,,,1,11,,108,,87,784,"North America"
"Turks and Caicos",11,,1,,,10,,284,26,83,2144,"North America"
"Falkland Islands",11,,,,3,8,,3161,,319,91667,"South America"
Greenland,11,,,,11,0,,194,,1043,18372,"North America"
Montserrat,11,,,,2,9,1,2204,,36,7212,"North America"
Seychelles,11,,,,5,6,,112,,,,Africa
Nicaragua,10,,2,,6,2,,2,0.3,,,"North America"
Gambia,10,,1,,2,7,,4,0.4,316,131,Africa
Suriname,10,,1,,6,3,,17,2,,,"South America"
"MS Zaandam",9,,2,,,7,,,,,,
"Vatican City",9,+1,,,2,7,,11236,,,,Europe
Mauritania,7,,1,,6,0,,2,0.2,913,196,Africa
"Papua New Guinea",7,,,,,7,,0.8,,167,19,Australia/Oceania
"St. Barth",6,,,,5,1,,607,,,,"North America"
"Western Sahara",6,,,,,6,,10,,,,Africa
"British Virgin Islands",5,+1,1,,3,1,,165,33,,,"North America"
Burundi,5,,1,,4,0,,0.4,0.08,80,7,Africa
Bhutan,5,,,,2,3,,6,,8570,11107,Asia
"Caribbean Netherlands",5,,,,,5,,191,,110,4195,"North America"
"Sao Tome and Principe",4,,,,,4,,18,,19,87,Africa
"South Sudan",4,,,,,4,,0.4,,,,Africa
Anguilla,3,,,,1,2,,200,,,,"North America"
"Saint Pierre Miquelon",1,,,,,1,,173,,,,"North America"
Yemen,1,,,,,1,,0.03,,,,Asia
China,82747,+12,4632,,77084,1031,81,57,3,,,Asia
*Total:*,851372,"+31,289",45426,"+2,089",88671,717275,15032,,,,,"North America"
*Total:*,1113096,"+23,840",104491,"+2,655",321521,687084,26126,,,,,Europe
*Total:*,395657,"+12,500",15105,+319,186195,194357,6310,,,,,Asia
*Total:*,86486,"+4,234",4079,+230,37059,45348,9053,,,,,"South America"
*Total:*,8164,+24,83,,5269,2812,53,,,,,Australia/Oceania
*Total:*,24171,"+1,205",1164,+39,6451,16556,177,,,,,Africa
*Total:*,721,,15,,644,62,7,,,,,
*Total:*,2479667,"+73,092",170363,"+5,332",645810,1663494,56758,318.1,21.9,,,All
