"Country,
Other","Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Continent
Hungary,2443,+60,262,+12,458,1723,61,253,27,60801,6294,Europe
Croatia,2016,+7,54,+3,1034,928,21,491,13,30913,7530,Europe
Oman,1905,+115,10,,329,1566,3,373,2,,,Asia
Uzbekistan,1862,+58,8,,707,1147,8,56,0.2,210000,6274,Asia
Iceland,1790,+1,10,,1570,210,4,5246,29,45971,134716,Europe
Iraq,1763,+55,86,,1224,453,,44,2,68224,1696,Asia
Armenia,1677,+81,28,+1,803,846,10,566,9,17342,5852,Asia
Estonia,1635,+30,46,,228,1361,6,1233,35,47331,35680,Europe
Azerbaijan,1617,+25,21,,1080,516,15,159,2,120479,11883,Asia
Cameroon,1518,+88,53,+10,697,768,28,57,2,,,Africa
"Bosnia and Herzegovina",1486,+65,57,+2,592,837,4,453,17,24676,7521,Europe
Afghanistan,1463,+112,47,+4,188,1228,7,38,1,7425,191,Asia
"New Zealand",1461,+5,18,+1,1118,325,1,303,4,115015,23851,Australia/Oceania
Lithuania,1426,+16,41,+1,460,925,17,524,15,98948,36347,Europe
Slovenia,1388,+15,81,+1,219,1088,23,668,39,48179,23175,Europe
Slovakia,1373,+13,17,,386,970,7,251,3,66089,12105,Europe
"North Macedonia",1367,+41,59,+2,374,934,14,656,28,14758,7084,Europe
Cuba,1337,+52,51,+2,437,849,11,118,5,37991,3354,"North America"
Ghana,1279,,10,,134,1135,4,41,0.3,88188,2838,Africa
Bulgaria,1247,+59,55,+1,197,995,37,179,8,27000,3886,Europe
Nigeria,1182,+87,35,+3,222,925,2,6,0.2,10061,49,Africa
"Ivory Coast",1077,,14,,419,644,,41,0.5,,,Africa
"Hong Kong",1038,+2,4,,753,281,4,138,0.5,145640,19426,Asia
Djibouti,1008,+9,2,,373,633,,1020,2,11431,11570,Africa
Guinea,996,+42,7,+1,208,781,,76,0.5,,,Africa
Tunisia,939,+17,38,,207,694,19,79,3,20408,1727,Africa
Cyprus,810,+6,14,,148,648,15,671,12,43542,36064,Asia
Bolivia,807,+104,44,+1,54,709,3,69,4,4995,428,"South America"
Latvia,804,+20,12,,267,525,6,426,6,45743,24251,Europe
Andorra,738,+7,40,,344,354,17,9552,518,1673,21653,Europe
Albania,712,+34,27,,403,282,4,247,9,7015,2438,Europe
"Diamond Princess",712,,13,,645,54,4,,,,,
Lebanon,704,+8,24,+2,143,537,44,103,4,26467,3878,Asia
"Costa Rica",693,+6,6,,242,445,7,136,1,12467,2447,"North America"
Niger,684,+3,27,+3,325,332,,28,1,5013,207,Africa
Kyrgyzstan,665,+9,8,,345,312,11,102,1,39615,6072,Asia
"Burkina Faso",629,,41,,442,146,,30,2,,,Africa
Senegal,614,+69,7,,276,331,1,37,0.4,466,28,Africa
Honduras,591,+29,55,+8,58,478,10,60,6,3457,349,"North America"
Uruguay,563,,12,,369,182,9,162,3,15834,4558,"South America"
"Channel Islands",525,+2,35,+1,332,158,,3020,201,3320,19095,Europe
"San Marino",513,,40,,64,409,3,15119,1179,1929,56851,Europe
Palestine,495,+11,4,,92,399,,97,0.8,27000,5293,Asia
Georgia,456,+12,5,,139,312,6,114,1,9699,2431,Asia
"Sri Lanka",452,+35,7,,118,327,2,21,0.3,13850,647,Asia
Malta,448,+1,4,+1,249,195,2,1015,9,27981,63371,Europe
Jordan,444,+3,7,,332,105,5,44,0.7,63737,6247,Asia
Guatemala,430,+46,11,,30,389,5,24,0.6,7200,402,"North America"
Taiwan,429,+1,6,,275,148,,18,0.3,59840,2513,Asia
Réunion,417,+5,,,300,117,2,466,,,,Africa
DRC,416,+22,28,+3,49,339,,5,0.3,,,Africa
Somalia,390,+62,18,+2,8,364,2,25,1,,,Africa
Mayotte,380,+26,4,,144,232,4,1393,15,2200,8064,Africa
Mali,370,+45,21,,91,258,,18,1,2172,107,Africa
Kenya,343,+7,14,,98,231,2,6,0.3,17492,325,Africa
Mauritius,331,,9,,295,27,3,260,7,13374,10516,Africa
Venezuela,323,+5,10,,132,181,3,11,0.4,423592,14896,"South America"
Montenegro,320,+1,6,,153,161,7,510,10,5085,8096,Europe
"Isle of Man",308,,18,,243,47,22,3622,212,2796,32881,Europe
Tanzania,299,,10,,48,241,7,5,0.2,,,Africa
Jamaica,288,+31,7,,28,253,,97,2,2518,850,"North America"
"El Salvador",274,+13,8,,75,191,2,42,1,17423,2686,"North America"
Vietnam,270,,,,225,45,8,3,,206253,2119,Asia
"Equatorial Guinea",258,+44,1,,7,250,,184,0.7,854,609,Africa
Paraguay,223,+3,9,,78,136,1,31,1,7322,1027,"South America"
Sudan,213,+39,17,+1,19,177,,5,0.4,,,Africa
Congo,200,,6,,19,175,,36,1,,,Africa
"Faeroe Islands",187,,,,178,9,,3827,,6548,134007,Europe
Rwanda,183,+7,,,88,95,,14,,6959,537,Africa
Maldives,177,+48,,,17,160,2,327,,5296,9798,Asia
Gabon,176,+4,3,,30,143,1,79,1,572,257,Africa
Martinique,175,+5,14,,77,84,7,466,37,,,"North America"
Guadeloupe,149,,12,,82,55,11,372,30,,,"North America"
Myanmar,144,,5,,10,129,,3,0.09,6256,115,Asia
Brunei,138,,1,,121,16,2,315,2,12886,29455,Asia
Gibraltar,136,+3,,,131,5,,4037,,2174,64528,Europe
Madagascar,123,+1,,,62,61,1,4,,2357,85,Africa
Ethiopia,122,+5,3,,29,90,,1,0.03,12688,110,Africa
Cambodia,122,,,,117,5,1,7,,5768,345,Asia
Liberia,120,+3,11,+3,25,84,,24,2,,,Africa
"Trinidad and Tobago",115,,8,,53,54,,82,6,1510,1079,"North America"
"French Guiana",111,,1,,87,23,,372,3,,,"South America"
Bermuda,109,+10,5,,39,65,10,1750,80,1173,18835,"North America"
Aruba,100,,2,,69,29,4,937,19,1577,14771,"North America"
Togo,96,+6,6,,62,28,,12,0.7,5584,675,Africa
Monaco,94,,4,,42,48,1,2395,102,,,Europe
"Cabo Verde",90,+2,1,,1,88,,162,2,791,1423,Africa
Zambia,84,,3,,37,44,1,5,0.2,2586,141,Africa
"Sierra Leone",82,,2,,10,70,,10,0.3,,,Africa
Liechtenstein,81,,1,,55,25,,2124,26,900,23605,Europe
Barbados,79,+2,6,,31,42,4,275,21,1327,4618,"North America"
Bahamas,78,+5,11,,15,52,1,198,28,,,"North America"
Uganda,75,,,,46,29,,2,,20329,444,Africa
"Sint Maarten",73,,12,,22,39,8,1703,280,266,6204,"North America"
Guyana,73,,7,,12,54,5,93,9,375,477,"South America"
Haiti,72,,6,+1,6,60,,6,0.5,719,63,"North America"
"Cayman Islands",70,,1,,8,61,3,1065,15,940,14303,"North America"
Mozambique,70,+5,,,12,58,,2,,1575,50,Africa
Libya,61,,2,,18,41,,9,0.3,1461,213,Africa
"French Polynesia",57,,,,41,16,1,203,,2069,7365,Australia/Oceania
Eswatini,56,+20,1,,10,45,,48,0.9,714,615,Africa
Benin,54,,1,,27,26,,4,0.08,,,Africa
Guinea-Bissau,52,,,,3,49,,26,,1500,762,Africa
Nepal,49,,,,12,37,,2,,49336,1693,Asia
Chad,46,+6,,,15,31,,3,,,,Africa
Macao,45,,,,27,18,1,69,,,,Asia
Syria,42,,3,,11,28,,2,0.2,,,Asia
Eritrea,39,,,,13,26,,11,,,,Africa
"Saint Martin",38,,3,,24,11,3,983,78,,,"North America"
Mongolia,37,+1,,,9,28,,11,,7292,2224,Asia
Malawi,33,,3,,4,26,1,2,0.2,617,32,Africa
Zimbabwe,31,+2,4,,2,25,,2,0.3,5450,367,Africa
Angola,25,,2,,6,17,,0.8,0.06,,,Africa
"Antigua and Barbuda",24,,3,,11,10,1,245,31,113,1154,"North America"
Timor-Leste,24,,,,2,22,,18,,322,244,Asia
Botswana,22,,1,,,21,,9,0.4,5023,2136,Africa
Laos,19,,,,7,12,,3,,1661,228,Asia
Belize,18,,2,,5,11,1,45,5,816,2052,"North America"
Fiji,18,,,,10,8,,20,,900,1004,Australia/Oceania
Grenada,18,+3,,,7,11,4,160,,175,1555,"North America"
"New Caledonia",18,,,,17,1,1,63,,3952,13842,Australia/Oceania
Curaçao,16,,1,,11,4,,98,6,304,1853,"North America"
CAR,16,,,,10,6,,3,,,,Africa
Dominica,16,,,,10,6,,222,,383,5320,"North America"
Namibia,16,,,,7,9,,6,,675,266,Africa
"Saint Kitts and Nevis",15,,,,2,13,,282,,260,4887,"North America"
"Saint Lucia",15,,,,15,0,,82,,364,1982,"North America"
"St. Vincent Grenadines",14,,,,5,9,,126,,108,973,"North America"
"Falkland Islands",13,+1,,,11,2,,3736,,353,101437,"South America"
Nicaragua,12,+1,3,,7,2,,2,0.5,,,"North America"
Burundi,11,,1,,4,6,,0.9,0.08,284,24,Africa
Montserrat,11,,1,+1,2,8,1,2204,200,36,7212,"North America"
"Turks and Caicos",11,,1,,4,6,,284,26,83,2144,"North America"
Greenland,11,,,,11,0,,194,,1200,21138,"North America"
Seychelles,11,,,,6,5,,112,,,,Africa
Gambia,10,,1,,8,1,,4,0.4,401,166,Africa
Suriname,10,,1,,7,2,,17,2,404,689,"South America"
"MS Zaandam",9,,2,,,7,,,,,,
"Vatican City",9,,,,2,7,,11236,,,,Europe
"Papua New Guinea",8,,,,,8,,0.9,,604,68,Australia/Oceania
Mauritania,7,,1,,6,0,,2,0.2,1032,222,Africa
Bhutan,7,,,,3,4,,9,,8953,11603,Asia
"British Virgin Islands",6,+1,1,,3,2,,198,33,,,"North America"
"St. Barth",6,,,,6,0,,607,,,,"North America"
"Western Sahara",6,,,,5,1,,10,,,,Africa
"Caribbean Netherlands",5,,,,,5,,191,,110,4195,"North America"
"South Sudan",5,,,,,5,,0.4,,,,Africa
"Sao Tome and Principe",4,,,,,4,,18,,19,87,Africa
Anguilla,3,,,,1,2,,200,,,,"North America"
"Saint Pierre Miquelon",1,,,,,1,,173,,,,"North America"
Yemen,1,,,,1,0,,0.03,,120,4,Asia
China,82816,+12,4632,,77346,838,49,58,3,,,Asia
*Total:*,1033506,"+37,169",58571,"+2,376",142312,832623,16361,,,,,"North America"
*Total:*,1252402,"+27,088",120114,"+2,790",407049,725239,25893,,,,,Europe
*Total:*,460415,"+12,199",16938,+335,220515,222962,6029,,,,,Asia
*Total:*,131149,"+10,983",6004,+466,47916,77229,9690,,,,,"South America"
*Total:*,8257,+25,98,+2,6558,1601,46,,,,,Australia/Oceania
*Total:*,31102,"+1,262",1379,+51,9530,20193,155,,,,,Africa
*Total:*,721,,15,,645,61,4,,,,,
*Total:*,2917552,"+88,726",203119,"+6,020",834525,1879908,58178,374.3,26.1,,,All
