"Country,
Other","Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Continent
Romania,10096,+386,545,+21,2478,7073,236,525,28,113336,5891,Europe
UAE,8756,+518,56,+4,1637,7063,1,885,6,790000,79875,Asia
Denmark,8073,+161,394,+10,5384,2295,74,1394,68,116621,20134,Europe
Belarus,8022,+741,60,+2,938,7024,92,849,6,122543,12968,Europe
Indonesia,7775,+357,647,+12,960,6168,,28,2,59935,219,Asia
Qatar,7764,+623,10,,750,7004,72,2695,3,73457,25497,Asia
Norway,7361,+23,193,+6,32,7136,50,1358,36,152095,28055,Europe
Serbia,7276,+162,139,+5,1063,6074,96,833,16,51324,5874,Europe
Ukraine,7170,+578,187,+13,504,6479,45,164,4,72296,1653,Europe
Czechia,7138,+6,210,+2,2152,4776,76,667,20,195725,18277,Europe
Philippines,6981,+271,462,+16,722,5797,1,64,4,72346,660,Asia
Australia,6661,+12,75,+1,5045,1541,45,261,3,466659,18300,Australia/Oceania
Malaysia,5603,+71,95,+2,3542,1966,42,173,3,117406,3627,Asia
"Dominican Republic",5543,+243,265,+5,581,4697,135,511,24,18261,1683,"North America"
Panama,4992,+171,144,+3,255,4593,97,1157,33,22702,5261,"North America"
Colombia,4561,+205,215,+9,927,3419,98,90,4,71500,1405,"South America"
Finland,4284,+155,172,+23,2000,2112,60,773,31,71000,12814,Europe
Bangladesh,4186,+414,127,+7,108,3951,1,25,0.8,36090,219,Asia
"South Africa",3953,+318,75,+10,1473,2405,36,67,1,143570,2421,Africa
Egypt,3891,+232,287,+11,1004,2600,,38,3,90000,879,Africa
Luxembourg,3665,+11,83,+3,728,2854,27,5855,133,36891,58933,Europe
Morocco,3568,+122,155,+6,456,2957,1,97,4,21947,595,Africa
Argentina,3288,,159,,919,2210,123,73,4,41786,925,"South America"
Algeria,3007,+97,407,+5,1355,1245,40,69,9,6500,148,Africa
Moldova,2926,+148,80,+5,661,2185,212,725,20,11763,2916,Europe
Thailand,2839,+13,50,+1,2430,359,61,41,0.7,142589,2043,Asia
Greece,2463,+55,125,+4,577,1761,52,236,12,59241,5684,Europe
Kuwait,2399,+151,14,+1,498,1887,55,562,3,,,Asia
Kazakhstan,2289,+154,20,+1,560,1709,29,122,1,153492,8175,Asia
Hungary,2284,+116,239,+14,390,1655,61,236,25,55390,5734,Europe
Bahrain,2217,+190,8,+1,1082,1127,2,1303,5,100031,58787,Asia
Croatia,1981,+31,50,+2,883,1048,19,483,12,28853,7028,Europe
Iceland,1789,+4,10,,1509,270,5,5243,29,45093,132143,Europe
Uzbekistan,1758,+42,7,,561,1190,8,53,0.2,210000,6274,Asia
Oman,1716,+102,9,+1,307,1400,3,336,2,,,Asia
Iraq,1677,+46,83,,1171,423,,42,2,64882,1613,Asia
Estonia,1592,+33,45,+1,192,1355,7,1200,34,45181,34059,Europe
Azerbaijan,1548,+30,20,,948,580,14,153,2,108221,10674,Asia
Armenia,1523,+50,24,,659,840,10,514,8,15960,5386,Asia
"New Zealand",1451,+3,16,+2,1065,370,2,301,3,101277,21002,Australia/Oceania
"Bosnia and Herzegovina",1413,+45,54,+1,485,874,4,431,16,21432,6533,Europe
Lithuania,1398,+28,40,+2,399,959,17,514,15,83591,30706,Europe
Slovenia,1366,+13,79,,211,1076,23,657,38,45703,21984,Europe
Cameroon,1334,+171,43,,668,623,33,50,2,,,Africa
Slovakia,1325,+81,15,+1,288,1022,9,243,3,57421,10517,Europe
"North Macedonia",1300,+41,56,,301,943,14,624,27,13649,6551,Europe
Afghanistan,1279,+103,42,+2,179,1058,7,33,1,6422,165,Asia
Cuba,1235,+46,43,+3,365,827,14,109,4,34243,3023,"North America"
Ghana,1154,,9,,99,1046,4,37,0.3,68591,2207,Africa
Bulgaria,1097,+73,52,+3,190,855,37,158,7,27000,3886,Europe
"Hong Kong",1036,+2,4,,699,333,9,138,0.5,131786,17579,Asia
"Ivory Coast",1004,+52,14,,359,631,,38,0.5,,,Africa
Djibouti,986,+12,2,,252,732,,998,2,10619,10748,Africa
Tunisia,918,+9,38,,190,690,32,78,3,19411,1642,Africa
Nigeria,873,,28,,197,648,2,4,0.1,8003,39,Africa
Guinea,862,+101,6,,170,686,,66,0.5,,,Africa
Cyprus,795,+5,13,,98,684,15,658,11,40745,33747,Asia
Latvia,778,+17,11,,133,634,6,412,6,41041,21759,Europe
Andorra,723,,37,,333,353,17,9357,479,1673,21653,Europe
"Diamond Princess",712,,13,,645,54,4,,,,,
Lebanon,688,+6,22,,140,526,46,101,3,24210,3547,Asia
"Costa Rica",687,+6,6,,196,485,8,135,1,12073,2370,"North America"
Bolivia,672,+63,40,+3,44,588,3,58,3,4420,379,"South America"
Albania,663,+29,27,,385,251,4,230,9,6509,2262,Europe
Niger,662,,22,,193,447,,27,0.9,4832,200,Africa
Kyrgyzstan,631,+19,8,+1,302,321,11,97,1,39615,6072,Asia
"Burkina Faso",609,,39,,389,181,,29,2,,,Africa
Uruguay,549,,12,,337,200,10,158,3,14532,4183,"South America"
"Channel Islands",521,+23,29,+1,295,197,,2997,167,3320,19095,Europe
Honduras,519,+9,47,+1,31,441,10,52,5,2535,256,"North America"
"San Marino",501,+13,40,,63,398,3,14765,1179,1929,56851,Europe
Palestine,480,+6,4,,92,384,,94,0.8,27000,5293,Asia
Senegal,479,+37,6,,257,216,1,29,0.4,466,28,Africa
Malta,445,+1,3,,204,238,2,1008,7,26811,60721,Europe
Jordan,437,+2,7,,318,112,5,43,0.7,36000,3528,Asia
Taiwan,427,+1,6,,253,168,,18,0.3,58003,2435,Asia
Georgia,425,+9,5,,111,309,6,107,1,8375,2099,Asia
Réunion,412,+2,,,238,174,2,460,,,,Africa
DRC,377,+18,25,,47,305,,4,0.3,,,Africa
"Sri Lanka",368,+38,7,,107,254,2,17,0.3,7393,345,Asia
Guatemala,342,+26,10,+2,25,307,3,19,0.6,7200,402,"North America"
Mauritius,331,+2,9,,266,56,3,260,7,12835,10092,Africa
Somalia,328,+42,16,+8,8,304,2,21,1,,,Africa
Mayotte,326,,4,,125,197,4,1195,15,2100,7698,Africa
Kenya,320,+17,14,,89,217,2,6,0.3,14704,273,Africa
Montenegro,316,+1,5,,123,188,7,503,8,5085,8096,Europe
Mali,309,+16,21,+4,77,211,,15,1,2023,100,Africa
"Isle of Man",307,,16,+1,221,70,20,3610,188,2674,31447,Europe
Venezuela,298,,10,,122,166,4,10,0.4,347236,12211,"South America"
Tanzania,284,,10,,11,263,7,5,0.2,,,Africa
Vietnam,268,,,,224,44,8,3,,206253,2119,Asia
Jamaica,252,,6,,28,218,,85,2,2125,718,"North America"
"El Salvador",250,+13,8,+1,67,175,2,39,1,15385,2372,"North America"
Paraguay,213,,9,,67,137,1,30,1,6598,925,"South America"
"Faeroe Islands",187,+2,,,178,9,,3827,,6375,130467,Europe
Congo,186,,6,,16,164,,34,1,,,Africa
Gabon,167,+1,2,+1,24,141,1,75,0.9,572,257,Africa
Martinique,164,,14,,73,77,6,437,37,,,"North America"
Sudan,162,+22,13,,14,135,,4,0.3,,,Africa
Rwanda,154,+1,,,87,67,,12,,6959,537,Africa
Guadeloupe,148,,12,,76,60,13,370,30,,,"North America"
Brunei,138,,1,,119,18,2,315,2,12430,28413,Asia
Gibraltar,133,+1,,,129,4,,3948,,2062,61203,Europe
Myanmar,132,+9,5,,9,118,,2,0.09,5528,102,Asia
Cambodia,122,,,,110,12,1,7,,5768,345,Asia
Madagascar,121,,,,58,63,1,4,,2357,85,Africa
Ethiopia,116,,3,,21,92,,1,0.03,10736,93,Africa
"Trinidad and Tobago",115,,8,,45,62,,82,6,1459,1043,"North America"
Maldives,108,+22,,,16,92,2,200,,4696,8688,Asia
"French Guiana",107,,1,,84,22,1,358,3,,,"South America"
Liberia,101,,8,,20,73,,20,2,,,Africa
Aruba,100,,2,,68,30,4,937,19,1535,14377,"North America"
Bermuda,99,,5,,39,55,10,1590,80,949,15238,"North America"
Monaco,94,,4,+1,35,55,2,2395,102,,,Europe
Togo,88,,6,,59,23,,11,0.7,4733,572,Africa
"Equatorial Guinea",84,,1,,7,76,,60,0.7,854,609,Africa
"Cabo Verde",82,+9,1,,1,80,,147,2,,,Africa
Liechtenstein,81,,1,,55,25,,2124,26,900,23605,Europe
Barbados,76,,6,,27,43,4,264,21,1162,4043,"North America"
Zambia,76,+2,3,,37,36,1,4,0.2,2586,141,Africa
"Sint Maarten",73,+2,12,+1,22,39,8,1703,280,266,6204,"North America"
Bahamas,70,+5,9,,12,49,1,178,23,,,"North America"
Guyana,67,,7,,9,51,5,85,9,348,442,"South America"
"Cayman Islands",66,,1,,7,58,3,1004,15,778,11838,"North America"
"Sierra Leone",64,+3,1,+1,10,53,,8,0.1,,,Africa
Uganda,63,,,,46,17,,1,,16057,351,Africa
Haiti,62,,4,,2,56,,5,0.4,642,56,"North America"
Libya,60,,1,,15,44,,9,0.1,1181,172,Africa
"French Polynesia",57,,,,36,21,1,203,,1803,6418,Australia/Oceania
Benin,54,,1,,27,26,,4,0.08,,,Africa
Guinea-Bissau,50,,,,3,47,,25,,1500,762,Africa
Nepal,48,+3,,,9,39,,2,,8773,301,Asia
Mozambique,46,+5,,,9,37,,1,,1325,42,Africa
Macao,45,,,,27,18,1,69,,,,Asia
Syria,42,,3,,6,33,,2,0.2,,,Asia
Eritrea,39,,,,6,33,,11,,,,Africa
"Saint Martin",38,,2,,19,17,3,983,52,,,"North America"
Mongolia,35,,,,8,27,,11,,7156,2183,Asia
Malawi,33,+10,3,,3,27,1,2,0.2,519,27,Africa
Chad,33,,,,8,25,,2,,,,Africa
Eswatini,31,,1,,8,22,,27,0.9,714,615,Africa
Zimbabwe,28,,4,,2,22,,2,0.3,4990,336,Africa
Angola,25,,2,,6,17,,0.8,0.06,,,Africa
"Antigua and Barbuda",24,,3,,10,11,1,245,31,108,1103,"North America"
Timor-Leste,23,,,,1,22,,17,,322,244,Asia
Botswana,22,,1,,,21,,9,0.4,4432,1885,Africa
Laos,19,,,,4,15,,3,,1461,201,Asia
Belize,18,,2,,5,11,1,45,5,816,2052,"North America"
Fiji,18,,,,8,10,,20,,,,Australia/Oceania
"New Caledonia",18,,,,17,1,1,63,,3772,13212,Australia/Oceania
CAR,16,,,,10,6,,3,,,,Africa
Dominica,16,,,,9,7,,222,,377,5237,"North America"
Namibia,16,,,,7,9,,6,,524,206,Africa
Grenada,15,,,,6,9,4,133,,92,818,"North America"
"Saint Kitts and Nevis",15,,,,1,14,,282,,257,4831,"North America"
"Saint Lucia",15,,,,15,0,,82,,364,1982,"North America"
Curaçao,14,,1,,11,2,,85,6,304,1853,"North America"
"St. Vincent Grenadines",13,,,,3,10,,117,,99,892,"North America"
"Falkland Islands",12,+1,,,11,1,,3448,,337,96839,"South America"
Nicaragua,11,+1,3,+1,7,1,,2,0.5,,,"North America"
Burundi,11,,1,,4,6,,0.9,0.08,284,24,Africa
"Turks and Caicos",11,,1,,4,6,,284,26,83,2144,"North America"
Greenland,11,,,,11,0,,194,,1150,20257,"North America"
Montserrat,11,,,,2,9,1,2204,,36,7212,"North America"
Seychelles,11,,,,6,5,,112,,,,Africa
Gambia,10,,1,,2,7,,4,0.4,316,131,Africa
Suriname,10,,1,,6,3,,17,2,404,689,"South America"
"MS Zaandam",9,,2,,,7,,,,,,
"Vatican City",9,,,,2,7,,11236,,,,Europe
"Papua New Guinea",8,,,,,8,,0.9,,604,68,Australia/Oceania
Mauritania,7,,1,,6,0,,2,0.2,969,208,Africa
Bhutan,7,,,,3,4,,9,,8953,11603,Asia
"St. Barth",6,,,,6,0,,607,,,,"North America"
"Western Sahara",6,,,,5,1,,10,,,,Africa
"British Virgin Islands",5,,1,,3,1,,165,33,,,"North America"
"Caribbean Netherlands",5,,,,,5,,191,,110,4195,"North America"
"Sao Tome and Principe",4,,,,,4,,18,,19,87,Africa
"South Sudan",4,,,,,4,,0.4,,,,Africa
Anguilla,3,,,,1,2,,200,,,,"North America"
"Saint Pierre Miquelon",1,,,,,1,,173,,,,"North America"
Yemen,1,,,,,1,,0.03,,,,Asia
China,82798,+10,4632,,77207,959,63,58,3,,,Asia
*Total:*,945656,"+32,745",53465,"+2,377",104569,787622,16257,,,,,"North America"
*Total:*,1191842,"+27,491",114087,"+2,885",376038,701717,26669,,,,,Europe
*Total:*,434858,"+12,571",16183,+329,204955,213720,6012,,,,,Asia
*Total:*,103178,"+6,517",5067,+492,43653,54458,9511,,,,,"South America"
*Total:*,8213,+15,91,+3,6171,1951,49,,,,,Australia/Oceania
*Total:*,27957,"+1,301",1290,+46,8450,18217,173,,,,,Africa
*Total:*,721,,15,,645,61,4,,,,,
*Total:*,2712425,"+80,640",190198,"+6,132",744481,1777746,58675,348,24.4,,,All
