"Country,
Other","Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Continent
"New Zealand",1283,+44,2,+1,373,908,5,266,0.4,55685,11548,Australia/Oceania
Iraq,1279,+47,70,+1,550,659,,32,2,32158,800,Asia
Estonia,1258,+51,24,,93,1141,9,948,18,27883,21019,Europe
Hungary,1190,+210,77,+11,112,1001,17,123,8,29948,3100,Europe
Slovenia,1160,+36,45,+2,137,978,36,558,22,33047,15896,Europe
Lithuania,999,+44,22,+6,54,923,14,367,8,36051,13243,Europe
Kuwait,993,+83,1,,123,869,26,233,0.2,,,Asia
Azerbaijan,991,+65,10,+1,159,822,27,98,1,61342,6050,Asia
"Hong Kong",990,+16,4,,309,677,15,132,0.5,96709,12900,Asia
Armenia,937,+16,12,+2,149,776,30,316,4,6081,2052,Asia
Bahrain,925,+38,6,+1,539,380,3,544,4,57681,33899,Asia
"Bosnia and Herzegovina",901,+43,36,+1,129,736,4,275,11,6911,2106,Europe
Cameroon,820,+17,12,,98,710,,31,0.5,,,Africa
Kazakhstan,812,+31,10,+2,64,738,21,43,0.5,61955,3300,Asia
Slovakia,715,+14,2,,23,690,5,131,0.4,22957,4205,Europe
"Diamond Princess",712,,11,,619,82,10,,,,,
"North Macedonia",711,+48,32,+2,41,638,15,341,15,6571,3154,Europe
Tunisia,671,+28,25,,25,621,78,57,2,10087,853,Africa
Bulgaria,635,+17,25,+1,54,556,33,91,4,18502,2663,Europe
Uzbekistan,624,+42,3,,42,579,8,19,0.09,70000,2091,Asia
Latvia,612,+23,3,,16,593,3,324,2,26656,14132,Europe
Lebanon,609,+27,20,+1,76,513,28,89,3,13530,1982,Asia
Andorra,601,+18,26,+1,71,504,17,7778,337,1673,21653,Europe
Cyprus,595,+31,10,,58,527,11,493,8,16308,13507,Asia
Cuba,564,+49,15,,51,498,11,50,1,12023,1061,"North America"
"Costa Rica",558,+19,3,,42,513,13,110,0.6,6298,1236,"North America"
Afghanistan,521,+37,15,,32,474,,13,0.4,,,Asia
Oman,484,+27,3,,109,372,3,95,0.6,,,Asia
"Ivory Coast",480,+36,3,,54,423,,18,0.1,,,Africa
Uruguay,473,+17,7,,206,260,13,136,2,6856,1974,"South America"
"Burkina Faso",448,+5,26,+2,149,273,,21,1,,,Africa
Niger,438,+28,11,,41,386,,18,0.5,4298,178,Africa
Bangladesh,424,+94,27,+6,33,364,1,3,0.2,7359,45,Asia
Albania,416,+7,23,,182,211,7,145,8,3385,1176,Europe
"Channel Islands",398,+37,9,+1,40,349,,2289,52,1157,6655,Europe
Honduras,382,+39,23,,7,352,10,39,2,1600,162,"North America"
Taiwan,382,+2,6,+1,91,285,,16,0.3,43886,1843,Asia
Réunion,382,+20,,,40,342,3,427,,,,Africa
Ghana,378,,6,,4,368,2,12,0.2,37405,1204,Africa
Jordan,372,,7,,170,195,5,36,0.7,17000,1666,Asia
Malta,350,+13,2,,16,332,4,793,5,13732,31100,Europe
"San Marino",344,+11,34,,50,260,14,10138,1002,846,24933,Europe
Mauritius,318,+4,9,+2,23,286,3,250,7,6730,5292,Africa
Nigeria,305,+17,7,,58,240,2,1,0.03,5000,24,Africa
Kyrgyzstan,298,+18,5,+1,35,258,5,46,0.8,9618,1474,Asia
Bolivia,268,+4,19,+1,2,247,3,23,2,591,51,"South America"
Palestine,267,+4,2,+1,45,220,,52,0.4,16068,3150,Asia
Senegal,265,+15,2,,137,126,1,16,0.1,,,Africa
Montenegro,257,+5,2,,4,251,7,409,3,2329,3708,Europe
Vietnam,257,+2,,,144,113,8,3,,118807,1221,Asia
Georgia,234,+16,3,,54,177,6,59,0.8,3271,820,Asia
DRC,215,+35,20,+2,13,182,,2,0.2,,,Africa
Guinea,212,+18,,,15,197,,16,,,,Africa
"Isle of Man",201,+11,1,,103,97,11,2364,12,1934,22744,Europe
Mayotte,191,+7,2,,50,139,4,700,7,1300,4765,Africa
"Sri Lanka",190,,7,,54,129,5,9,0.3,3248,152,Asia
Kenya,189,+5,7,,22,160,2,4,0.1,5278,98,Africa
"Faeroe Islands",184,,,,145,39,,3766,,5408,110677,Europe
Venezuela,175,+4,9,,84,82,6,6,0.3,139282,4898,"South America"
Martinique,155,+1,6,,50,99,19,413,16,,,"North America"
Djibouti,150,+10,1,,36,113,,152,1,3740,3785,Africa
Guadeloupe,143,,8,,67,68,13,357,20,,,"North America"
Brunei,136,+1,1,,99,36,3,311,2,9342,21354,Asia
Paraguay,129,+5,6,+1,18,105,1,18,0.8,2262,317,"South America"
Gibraltar,127,+4,,,69,58,1,3770,,1543,45799,Europe
Guatemala,126,+31,3,,17,106,3,7,0.2,1134,63,"North America"
Cambodia,119,,,,72,47,1,7,,5768,345,Asia
Rwanda,118,+5,,,7,111,,9,,806,62,Africa
"El Salvador",117,+14,6,,15,96,4,18,0.9,,,"North America"
"Trinidad and Tobago",109,,8,,1,100,,78,6,1045,747,"North America"
Madagascar,93,,,,11,82,1,3,,,,Africa
Monaco,90,+6,1,,5,84,4,2293,25,,,Europe
Mali,87,+13,7,,22,58,,4,0.3,,,Africa
Aruba,86,+4,,,27,59,,805,,1058,9910,"North America"
"French Guiana",83,,,,43,40,1,278,,,,"South America"
Liechtenstein,79,+1,1,,55,23,,2072,26,900,23605,Europe
Togo,76,+3,3,,25,48,,9,0.4,2069,250,Africa
Barbados,67,+1,4,+1,11,52,4,233,14,736,2561,"North America"
Ethiopia,65,+9,3,+1,4,58,1,0.6,0.03,3232,28,Africa
Jamaica,63,,4,,13,46,,21,1,907,306,"North America"
Congo,60,,5,,5,50,,11,0.9,,,Africa
Uganda,53,,,,,53,,1,,3310,72,Africa
"French Polynesia",51,,,,,51,,182,,744,2649,Australia/Oceania
"Sint Maarten",50,+7,8,+2,3,39,2,1166,187,134,3125,"North America"
Bermuda,48,,4,,25,19,2,771,64,354,5684,"North America"
"Cayman Islands",45,,1,,6,38,,685,15,479,7288,"North America"
Macao,45,,,,10,35,1,69,,,,Asia
Gabon,44,,1,,1,42,,20,0.4,,,Africa
Bahamas,42,+1,8,,5,29,1,107,20,,,"North America"
Zambia,40,+1,2,+1,25,13,1,2,0.1,1239,67,Africa
Guyana,37,,6,,8,23,4,47,8,145,184,"South America"
Liberia,37,+6,5,+1,3,29,,7,1,,,Africa
Guinea-Bissau,36,,,,,36,,18,,1500,762,Africa
Benin,35,+9,1,,5,29,,3,0.08,,,Africa
Eritrea,34,+1,,,,34,,10,,,,Africa
Tanzania,32,+7,3,+2,5,24,,0.5,0.05,,,Africa
"Saint Martin",32,,2,,11,19,5,828,52,,,"North America"
Haiti,31,+1,2,,,29,,3,0.2,365,32,"North America"
Myanmar,27,+4,3,,2,22,,0.5,0.06,1406,26,Asia
Libya,24,,1,,8,15,,3,0.1,492,72,Africa
"Antigua and Barbuda",21,+2,2,,,19,1,214,20,40,408,"North America"
Somalia,21,+9,1,,1,19,,1,0.06,,,Africa
Mozambique,20,+3,,,2,18,,0.6,,483,15,Africa
Angola,19,,2,,2,15,,0.6,0.06,,,Africa
Syria,19,,2,,4,13,,1,0.1,,,Asia
Maldives,19,,,,13,6,,35,,,,Asia
"Equatorial Guinea",18,,,,3,15,,13,,854,609,Africa
"New Caledonia",18,,,,1,17,,63,,2608,9135,Australia/Oceania
Sudan,17,+2,2,,2,13,,0.4,0.05,,,Africa
Dominica,16,+1,,,5,11,,222,,309,4293,"North America"
Fiji,16,+1,,,,16,,18,,,,Australia/Oceania
Laos,16,,,,,16,,2,,1035,142,Asia
Mongolia,16,,,,4,12,,5,,,,Asia
Namibia,16,,,,3,13,,6,,362,142,Africa
"Saint Lucia",15,+1,,,1,14,,82,,,,"North America"
Curaçao,14,,1,,7,6,,85,6,,,"North America"
Grenada,14,+2,,,,14,2,124,,92,818,"North America"
Zimbabwe,13,+2,3,,,10,,0.9,0.2,438,29,Africa
Botswana,13,,1,,,12,,6,0.4,1154,491,Africa
"Saint Kitts and Nevis",12,+1,,,,12,,226,,205,3853,"North America"
"St. Vincent Grenadines",12,,,,1,11,,108,,56,505,"North America"
Eswatini,12,,,,7,5,,10,,,,Africa
Chad,11,,,,2,9,,0.7,,,,Africa
Greenland,11,,,,11,0,,194,,770,13564,"North America"
Seychelles,11,,,,,11,,112,,,,Africa
Belize,10,+1,2,+1,,8,1,25,5,364,915,"North America"
Suriname,10,,1,,4,5,,17,2,,,"South America"
"MS Zaandam",9,,2,,,7,,,,,,
Malawi,9,+1,1,,,8,1,0.5,0.05,,,Africa
Nepal,9,,,,1,8,,0.3,,3524,121,Asia
Montserrat,9,,,,,9,1,1803,,36,7212,"North America"
"Turks and Caicos",8,,1,,,7,,207,26,61,1576,"North America"
CAR,8,,,,,8,,2,,,,Africa
"Vatican City",8,,,,2,6,,9988,,,,Europe
"Sierra Leone",8,+1,,,,8,,1,,,,Africa
"Cabo Verde",7,,1,,1,5,,13,2,,,Africa
Mauritania,7,,1,,2,4,,2,0.2,380,82,Africa
Nicaragua,7,,1,,,6,,1,0.2,,,"North America"
"St. Barth",6,,,,1,5,,607,,,,"North America"
Bhutan,5,,,,2,3,,6,,1166,1511,Asia
"Falkland Islands",5,,,,1,4,,1437,,137,39368,"South America"
Gambia,4,,1,,2,1,,2,0.4,,,Africa
"Sao Tome and Principe",4,,,,,4,,18,,19,87,Africa
"South Sudan",4,+1,,,,4,,0.4,,,,Africa
"Western Sahara",4,,,,,4,,7,,,,Africa
Anguilla,3,,,,,3,,200,,,,"North America"
"British Virgin Islands",3,,,,,3,,99,,,,"North America"
Burundi,3,,,,,3,,0.3,,,,Africa
"Caribbean Netherlands",2,,,,,2,,76,,10,381,"North America"
"Papua New Guinea",2,,,,,2,,0.2,,72,8,Australia/Oceania
Timor-Leste,2,+1,,,1,1,,2,,,,Asia
"Saint Pierre Miquelon",1,,,,,1,,173,,,,"North America"
Yemen,1,+1,,,,1,,0.03,,,,Asia
China,81907,,3336,,77455,1116,144,57,2,,,Asia
*Total:*,535845,"+35,625",19774,"+2,117",34377,481694,11905,,,,,"North America"
*Total:*,820109,"+41,257",70094,"+4,276",196782,553233,30232,,,,,Europe
*Total:*,274564,"+10,625",10221,+324,133960,130383,6575,,,,,Asia
*Total:*,44976,"+5,371",1809,+194,4619,38548,876,,,,,"South America"
*Total:*,7608,+131,56,+4,3515,4037,79,,,,,Australia/Oceania
*Total:*,13531,+651,697,+65,2234,10600,153,,,,,Africa
*Total:*,721,,13,,619,89,10,,,,,
*Total:*,1697354,"+93,660",102664,"+6,980",376106,1218584,49830,217.8,13.2,,,All
