"Country,
Other","Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Continent
Sweden,10483,+332,899,+12,381,9203,839,1038,89,54700,5416,Europe
Ireland,9655,+727,334,+14,25,9296,194,1955,68,53000,10734,Europe
India,9205,+759,331,+43,1080,7794,,7,0.2,189111,137,Asia
Peru,7519,+671,193,+12,1798,5528,134,228,6,76506,2320,"South America"
Ecuador,7466,+209,333,+18,501,6632,184,423,19,23635,1340,"South America"
Chile,7213,+286,80,+7,2059,5074,387,377,4,82271,4304,"South America"
Japan,6748,,108,,762,5878,117,53,0.9,68771,544,Asia
Poland,6674,+318,232,+24,439,6003,160,176,6,138007,3646,Europe
Norway,6525,+116,128,+9,32,6365,59,1204,24,126486,23332,Europe
Australia,6313,+10,59,+3,3338,2916,81,248,2,353941,13880,Australia/Oceania
Romania,6300,+310,316,+25,852,5132,204,327,16,62328,3240,Europe
Denmark,6174,+178,273,+13,2123,3778,104,1066,47,70125,12107,Europe
Czechia,5991,+89,138,+9,464,5389,87,559,13,125126,11684,Europe
Pakistan,5230,+219,91,+5,1028,4111,37,24,0.4,61801,280,Asia
Malaysia,4683,+153,76,+3,2108,2499,66,145,2,77491,2394,Asia
Philippines,4648,+220,297,+50,197,4154,1,42,3,33814,309,Asia
"Saudi Arabia",4462,+429,59,+7,761,3642,67,128,2,115585,3320,Asia
Indonesia,4241,+399,373,+46,359,3509,,16,1,27075,99,Asia
Mexico,4219,+375,273,+40,1772,2174,89,33,2,35479,275,"North America"
UAE,4123,+387,22,+2,680,3421,1,417,2,648195,65538,Asia
Serbia,3630,+250,80,+6,400,3150,146,415,9,18312,2096,Europe
Panama,3400,+166,87,+8,29,3284,106,788,20,15147,3511,"North America"
Luxembourg,3281,+11,66,+4,500,2715,30,5241,105,29165,46591,Europe
Qatar,2979,+251,7,+1,275,2697,37,1034,2,49102,17043,Asia
Finland,2974,+69,56,+7,300,2618,80,537,10,45019,8125,Europe
"Dominican Republic",2967,+208,173,+38,131,2663,147,274,16,9275,855,"North America"
Ukraine,2777,+266,83,+10,89,2605,45,63,2,30314,693,Europe
Colombia,2776,+67,109,+9,270,2397,92,55,2,41765,821,"South America"
Belarus,2578,+352,26,+3,203,2349,50,273,3,64000,6773,Europe
Thailand,2551,+33,38,+3,1218,1295,61,37,0.5,71860,1030,Asia
Singapore,2532,+233,8,,560,1964,31,433,1,72680,12423,Asia
"South Africa",2173,+145,25,,410,1738,7,37,0.4,80085,1350,Africa
Argentina,2142,,90,+1,468,1584,83,47,2,19758,437,"South America"
Greece,2114,+33,98,+5,269,1747,76,203,9,42261,4055,Europe
Egypt,2065,+126,159,+13,589,1317,,20,2,25000,244,Africa
Algeria,1914,+89,293,+18,591,1030,60,44,7,3359,77,Africa
Iceland,1701,+12,8,,889,804,10,4985,23,35253,103308,Europe
Moldova,1662,+102,31,+1,94,1537,80,412,8,6271,1555,Europe
Morocco,1661,+116,118,+7,177,1366,1,45,3,8473,230,Africa
Croatia,1600,+66,23,+2,373,1204,34,390,6,16381,3990,Europe
Hungary,1410,+100,99,+14,118,1193,58,146,10,33532,3471,Europe
Iraq,1352,+34,76,+4,640,636,,34,2,35415,880,Asia
"New Zealand",1330,+18,4,,471,855,5,276,0.8,61167,12684,Australia/Oceania
Estonia,1309,+5,25,+1,98,1186,11,987,19,30349,22878,Europe
Kuwait,1234,+80,1,,142,1091,29,289,0.2,,,Asia
Slovenia,1205,+17,53,+3,150,1002,35,580,25,34851,16764,Europe
Bahrain,1136,+96,6,,558,572,4,668,4,63973,37596,Asia
Azerbaijan,1098,+40,11,,250,837,27,108,1,66677,6576,Asia
Lithuania,1053,+27,23,,97,933,14,387,8,40712,14955,Europe
Armenia,1013,+46,13,,197,803,30,342,4,7164,2418,Asia
"Bosnia and Herzegovina",1009,+63,39,+2,193,777,4,308,12,10975,3345,Europe
"Hong Kong",1005,+4,4,,360,641,13,134,0.5,96709,12900,Asia
Kazakhstan,951,+86,10,,99,842,21,51,0.5,69304,3691,Asia
Uzbekistan,865,+98,4,,66,795,8,26,0.1,70000,2091,Asia
"North Macedonia",828,+68,34,,41,753,15,397,16,8057,3867,Europe
Cameroon,820,,12,,98,710,,31,0.5,,,Africa
Slovakia,742,+14,2,,23,717,5,136,0.4,27426,5023,Europe
"Diamond Princess",712,,11,,619,82,10,,,,,
Tunisia,707,+22,31,+3,43,633,85,60,3,11238,951,Africa
Bulgaria,675,+14,29,+1,68,578,36,97,4,18502,2663,Europe
Cuba,669,+49,18,+2,92,559,11,59,2,15057,1329,"North America"
Latvia,651,+21,5,+2,16,630,2,345,3,28214,14958,Europe
Andorra,638,+37,29,+3,128,481,17,8257,375,1673,21653,Europe
Cyprus,633,+17,11,+1,65,557,8,524,9,17923,14845,Asia
Lebanon,630,+11,20,,80,530,34,92,3,15152,2220,Asia
Bangladesh,621,+139,34,+4,39,548,1,4,0.2,9653,59,Asia
Afghanistan,607,+52,18,,32,557,,16,0.5,,,Asia
Oman,599,+53,4,+1,109,486,3,117,0.8,,,Asia
"Costa Rica",595,+18,3,,56,536,14,117,0.6,6762,1327,"North America"
"Ivory Coast",574,+41,5,+1,85,484,,22,0.2,,,Africa
Ghana,566,+158,8,,4,554,2,18,0.3,37954,1221,Africa
Niger,529,+38,12,+1,75,442,,22,0.5,4353,180,Africa
Uruguay,512,+18,7,,231,274,16,147,2,8774,2526,"South America"
"Burkina Faso",497,+13,27,,161,309,,24,1,,,Africa
Albania,446,+13,23,,217,206,7,155,8,3877,1347,Europe
"Channel Islands",431,+24,9,,48,374,,2479,52,3320,19095,Europe
Honduras,393,+1,25,+1,7,361,10,40,3,1600,162,"North America"
Jordan,389,+8,7,,201,181,5,38,0.7,20500,2009,Asia
Réunion,389,+1,,,40,349,3,434,,,,Africa
Taiwan,388,+3,6,,109,273,,16,0.3,46547,1954,Asia
Malta,378,+8,3,,44,331,4,856,7,17058,38633,Europe
Kyrgyzstan,377,+38,5,,54,318,5,58,0.8,9618,1474,Asia
"San Marino",356,,35,,53,268,14,10492,1032,846,24933,Europe
Mauritius,324,+5,9,,42,273,3,255,7,7077,5565,Africa
Nigeria,323,+5,10,,85,228,2,2,0.05,5000,24,Africa
Bolivia,300,+25,24,+4,2,274,3,26,2,2185,187,"South America"
Palestine,290,+22,2,,58,230,,57,0.4,17329,3397,Asia
Senegal,280,+2,2,,171,107,1,17,0.1,,,Africa
Montenegro,272,+9,3,+1,5,264,7,433,5,2869,4568,Europe
Vietnam,262,+4,,,144,118,8,3,,121821,1252,Asia
Georgia,257,+15,3,,67,187,6,64,0.8,3271,820,Asia
Guinea,250,,,,17,233,,19,,,,Africa
DRC,234,+11,20,,16,198,,3,0.2,,,Africa
"Isle of Man",228,+2,2,,112,114,11,2681,24,1934,22744,Europe
Djibouti,214,+27,2,,36,176,,217,2,4451,4505,Africa
"Sri Lanka",210,+12,7,,56,147,1,10,0.3,4525,211,Asia
Kenya,197,+6,8,+1,25,164,2,4,0.1,7449,139,Africa
Mayotte,196,,3,,59,134,3,718,11,1350,4948,Africa
"Faeroe Islands",184,,,,157,27,,3766,,5509,112744,Europe
Venezuela,181,+6,9,,93,79,6,6,0.3,181335,6377,"South America"
Martinique,155,,6,,50,99,19,413,16,,,"North America"
Guatemala,155,+18,5,+2,19,131,3,9,0.3,1134,63,"North America"
Guadeloupe,143,,8,,67,68,13,357,20,,,"North America"
Brunei,136,,1,,106,29,2,311,2,9884,22593,Asia
Paraguay,134,+1,6,,22,106,1,19,0.8,2262,317,"South America"
Gibraltar,129,,,,84,45,1,3829,,1558,46244,Europe
Rwanda,126,+6,,,25,101,,10,,1966,152,Africa
"El Salvador",125,+7,6,,21,98,3,19,0.9,,,"North America"
Cambodia,122,+2,,,77,45,1,7,,5768,345,Asia
"Trinidad and Tobago",113,+1,8,,16,89,,81,6,1126,805,"North America"
Madagascar,106,+4,,,20,86,1,4,,,,Africa
Mali,105,+18,9,+2,22,74,,5,0.4,,,Africa
Monaco,93,+1,1,,6,86,5,2370,25,,,Europe
Aruba,92,,,,32,60,1,862,,1145,10724,"North America"
"French Guiana",86,,,,51,35,1,288,,,,"South America"
Liechtenstein,79,,1,,55,23,,2072,26,900,23605,Europe
Togo,76,,3,,29,44,,9,0.4,2532,306,Africa
Barbados,71,+3,4,,11,56,4,247,14,805,2801,"North America"
Ethiopia,71,+2,3,,10,58,,0.6,0.03,3863,34,Africa
Jamaica,69,,4,,13,52,,23,1,907,306,"North America"
Congo,60,,5,,5,50,,11,0.9,,,Africa
Bermuda,57,+9,4,,29,24,2,915,64,416,6680,"North America"
Uganda,54,+1,,,4,50,,1,,5025,110,Africa
"Cayman Islands",53,,1,,6,46,3,806,15,536,8156,"North America"
"French Polynesia",53,+2,,,,53,1,189,,889,3165,Australia/Oceania
"Sint Maarten",50,,9,,5,36,2,1166,210,134,3125,"North America"
Liberia,50,+2,5,,3,42,,10,1,,,Africa
Gabon,49,+3,1,,1,47,,22,0.4,,,Africa
Bahamas,46,,8,,5,33,1,117,20,,,"North America"
Guyana,45,,6,,8,31,3,57,8,193,245,"South America"
Macao,45,,,,10,35,1,69,,,,Asia
Zambia,43,+3,2,,30,11,1,2,0.1,1239,67,Africa
Myanmar,41,+3,4,+1,2,35,,0.8,0.07,1406,26,Asia
Guinea-Bissau,38,,,,,38,,19,,1500,762,Africa
Benin,35,,1,,5,29,,3,0.08,,,Africa
Eritrea,34,,,,,34,,10,,,,Africa
Haiti,33,,3,+1,,30,,3,0.3,365,32,"North America"
Tanzania,32,,3,,5,24,,0.5,0.05,,,Africa
"Saint Martin",32,,2,,11,19,5,828,52,,,"North America"
Syria,25,,2,,5,18,,1,0.1,,,Asia
Libya,25,,1,,9,15,,4,0.1,535,78,Africa
Somalia,25,+4,1,,2,22,2,2,0.06,,,Africa
"Antigua and Barbuda",21,,2,,,19,1,214,20,40,408,"North America"
"Equatorial Guinea",21,+3,,,3,18,,15,,854,609,Africa
Mozambique,21,+1,,,2,19,,0.7,,679,22,Africa
Maldives,20,+1,,,14,6,,37,,,,Asia
Angola,19,,2,,4,13,,0.6,0.06,,,Africa
Sudan,19,,2,,2,15,,0.4,0.05,,,Africa
Laos,19,+1,,,,19,,3,,1140,157,Asia
Chad,18,+7,,,2,16,,1,,,,Africa
"New Caledonia",18,,,,1,17,,63,,2608,9135,Australia/Oceania
Dominica,16,,,,8,8,,222,,345,4793,"North America"
Fiji,16,,,,,16,,18,,,,Australia/Oceania
Mongolia,16,,,,4,12,,5,,,,Asia
Namibia,16,,,,3,13,,6,,362,142,Africa
"Saint Lucia",15,,,,4,11,,82,,,,"North America"
Zimbabwe,14,,3,,,11,,0.9,0.2,563,38,Africa
Belize,14,+1,2,,,12,1,35,5,364,915,"North America"
Curaçao,14,,1,,8,5,,85,6,,,"North America"
Grenada,14,,,,,14,2,124,,92,818,"North America"
Eswatini,14,+2,,,7,7,,12,,,,Africa
Malawi,13,+1,2,,,11,1,0.7,0.1,287,15,Africa
Botswana,13,,1,,,12,,6,0.4,3115,1325,Africa
Nepal,12,+3,,,1,11,,0.4,,4426,152,Asia
"Saint Kitts and Nevis",12,,,,,12,,226,,205,3853,"North America"
"St. Vincent Grenadines",12,,,,1,11,,108,,56,505,"North America"
Greenland,11,,,,11,0,,194,,912,16065,"North America"
Seychelles,11,,,,,11,,112,,,,Africa
Suriname,10,,1,,4,5,,17,2,,,"South America"
"Sierra Leone",10,,,,,10,,1,,,,Africa
"MS Zaandam",9,,2,,,7,,,,,,
Gambia,9,,1,,2,6,,4,0.4,281,116,Africa
Nicaragua,9,,1,,4,4,,1,0.2,,,"North America"
"Turks and Caicos",9,,1,,,8,,232,26,62,1601,"North America"
Montserrat,9,,,,,9,1,1803,,36,7212,"North America"
"Cabo Verde",8,,1,,1,6,,14,2,,,Africa
CAR,8,,,,,8,,2,,,,Africa
"Vatican City",8,,,,2,6,,9988,,,,Europe
Mauritania,7,,1,,2,4,,2,0.2,496,107,Africa
"St. Barth",6,,,,4,2,,607,,,,"North America"
"Western Sahara",6,,,,,6,,10,,,,Africa
Bhutan,5,,,,2,3,,6,,1166,1511,Asia
Burundi,5,,,,,5,,0.4,,,,Africa
"Falkland Islands",5,,,,1,4,,1437,,137,39368,"South America"
"Sao Tome and Principe",4,,,,,4,,18,,19,87,Africa
"South Sudan",4,,,,,4,,0.4,,,,Africa
Anguilla,3,,,,,3,,200,,,,"North America"
"British Virgin Islands",3,,,,2,1,,99,,,,"North America"
"Caribbean Netherlands",3,+1,,,,3,,114,,10,381,"North America"
"Papua New Guinea",2,,,,,2,,0.2,,72,8,Australia/Oceania
Timor-Leste,2,,,,1,1,,2,,,,Asia
"Saint Pierre Miquelon",1,,,,,1,,173,,,,"North America"
Yemen,1,,,,,1,,0.03,,,,Asia
China,82052,,3339,,77575,1138,139,57,2,,,Asia
*Total:*,598238,"+29,289",23472,"+1,680",41823,532943,12761,,,,,"North America"
*Total:*,881110,"+28,211",76768,"+3,143",221548,582794,29929,,,,,Europe
*Total:*,298114,"+10,831",10987,+390,146486,140641,6597,,,,,Asia
*Total:*,50581,"+2,513",2081,+134,5681,42819,1206,,,,,"South America"
*Total:*,7732,+30,63,+3,3810,3859,87,,,,,Australia/Oceania
*Total:*,15082,+862,791,+46,2922,11369,174,,,,,Africa
*Total:*,721,,13,,619,89,10,,,,,
*Total:*,1851578,"+71,736",114175,"+5,396",422889,1314514,50764,237.5,14.6,,,All
