"Country,
Other","Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Continent
Bulgaria,1300,+53,56,+1,205,1039,41,187,8,27000,3886,Europe
Nigeria,1273,+91,40,+5,239,994,2,6,0.2,10918,53,Africa
"Ivory Coast",1150,+73,14,,468,668,,44,0.5,,,Africa
"Hong Kong",1038,,4,,772,262,4,138,0.5,145640,19426,Asia
Djibouti,1023,+15,2,,411,610,,1035,2,11741,11884,Africa
Guinea,996,,7,,208,781,,76,0.5,,,Africa
Tunisia,949,+10,38,,216,695,20,80,3,20818,1761,Africa
Bolivia,866,+59,46,+2,74,746,3,74,4,4995,428,"South America"
Cyprus,817,+7,14,,148,655,15,677,12,43542,36064,Asia
Latvia,812,+8,12,,267,533,6,430,6,47671,25274,Europe
Andorra,738,,40,,344,354,17,9552,518,1673,21653,Europe
Albania,726,+14,28,+1,410,288,4,252,10,7279,2529,Europe
"Diamond Princess",712,,13,,645,54,4,,,,,
Lebanon,707,+3,24,,145,538,44,104,4,27827,4077,Asia
Niger,696,+12,29,+2,350,317,,29,1,5013,207,Africa
"Costa Rica",695,+2,6,,264,425,8,136,1,12467,2447,"North America"
Kyrgyzstan,682,+17,8,,370,304,13,105,1,45627,6994,Asia
Senegal,671,+57,8,+1,283,380,1,40,0.5,466,28,Africa
"Burkina Faso",632,+3,42,+1,453,137,,30,2,,,Africa
Honduras,627,+36,59,+4,65,503,10,63,6,3457,349,"North America"
Uruguay,596,+33,14,+2,370,212,9,172,4,16496,4749,"South America"
"San Marino",538,+25,41,+1,64,433,4,15856,1208,2074,61124,Europe
"Channel Islands",525,,35,,332,158,,3020,201,5342,30725,Europe
"Sri Lanka",523,+71,7,,120,396,2,24,0.3,13850,647,Asia
Georgia,486,+30,6,+1,149,331,6,122,2,9699,2431,Asia
Guatemala,473,+43,13,+2,45,415,5,26,0.7,7200,402,"North America"
Malta,448,,4,,282,162,2,1015,9,27981,63371,Europe
Jordan,447,+3,7,,337,103,5,44,0.7,63737,6247,Asia
DRC,442,+26,28,,50,364,,5,0.3,,,Africa
Somalia,436,+46,23,+5,10,403,2,27,1,,,Africa
Taiwan,429,,6,,281,142,,18,0.3,60459,2539,Asia
Réunion,417,,,,300,117,2,466,,,,Africa
Mayotte,401,+21,4,,144,253,4,1470,15,2500,9164,Africa
Mali,389,+19,23,+2,112,254,,19,1,2172,107,Africa
Kenya,355,+12,14,,106,235,2,7,0.3,17992,335,Africa
Palestine,342,,2,,83,257,,67,0.4,27000,5293,Asia
Mauritius,332,+1,9,,299,24,3,261,7,14445,11358,Africa
Venezuela,325,+2,10,,137,178,3,11,0.4,423592,14896,"South America"
Montenegro,321,+1,7,+1,153,161,7,511,11,5085,8096,Europe
"Isle of Man",308,,18,,247,43,22,3622,212,2854,33563,Europe
Jamaica,305,+17,7,,28,270,,103,2,2868,969,"North America"
Tanzania,299,,10,,48,241,7,5,0.2,,,Africa
"El Salvador",298,+24,8,,83,207,4,46,1,18686,2881,"North America"
Vietnam,270,,,,225,45,8,3,,212965,2188,Asia
"Equatorial Guinea",258,,1,,8,249,,184,0.7,854,609,Africa
Sudan,237,+24,21,+4,20,196,,5,0.5,,,Africa
Paraguay,228,+5,9,,85,134,1,32,1,7630,1070,"South America"
Maldives,214,+37,,,17,197,2,396,,5296,9798,Asia
Congo,200,,6,,19,175,,36,1,,,Africa
Rwanda,191,+8,,,92,99,,15,,6959,537,Africa
"Faeroe Islands",187,,,,178,9,,3827,,6588,134826,Europe
Gabon,176,,3,,30,143,1,79,1,572,257,Africa
Martinique,175,,14,,77,84,7,466,37,,,"North America"
Guadeloupe,149,,12,,82,55,11,372,30,,,"North America"
Myanmar,146,+2,5,,10,131,,3,0.09,6678,123,Asia
Gibraltar,141,+5,,,131,10,,4185,,2198,65240,Europe
Brunei,138,,1,,123,14,2,315,2,12981,29672,Asia
Liberia,124,+4,12,+1,25,87,,25,2,,,Africa
Madagascar,124,+1,,,71,53,1,4,,2357,85,Africa
Ethiopia,123,+1,3,,41,79,,1,0.03,13645,119,Africa
Cambodia,122,,,,117,5,1,7,,5768,345,Asia
"Trinidad and Tobago",115,,8,,54,53,,82,6,1514,1082,"North America"
"French Guiana",111,,1,,87,23,,372,3,,,"South America"
Bermuda,109,,5,,39,65,10,1750,80,1173,18835,"North America"
"Cabo Verde",106,+16,1,,1,104,,191,2,791,1423,Africa
Aruba,100,,2,,73,25,4,937,19,1622,15192,"North America"
Togo,98,+2,6,,62,30,,12,0.7,5951,719,Africa
Monaco,94,,4,,42,48,1,2395,102,,,Europe
"Sierra Leone",93,+11,4,+2,10,79,,12,0.5,,,Africa
Zambia,88,+4,3,,42,43,1,5,0.2,2586,141,Africa
Liechtenstein,82,+1,1,,55,26,,2151,26,900,23605,Europe
Bahamas,80,+2,11,,22,47,1,203,28,,,"North America"
Barbados,79,,6,,39,34,4,275,21,1663,5787,"North America"
Uganda,79,+4,,,46,33,,2,,20329,444,Africa
Mozambique,76,+6,,,12,64,,2,,1644,53,Africa
"Sint Maarten",74,+1,13,+1,33,28,7,1726,303,266,6204,"North America"
Guyana,74,+1,8,+1,12,54,5,94,10,442,562,"South America"
Haiti,74,+2,6,,7,61,,6,0.5,769,67,"North America"
"Cayman Islands",70,,1,,8,61,3,1065,15,940,14303,"North America"
Benin,64,+10,1,,33,30,,5,0.08,,,Africa
Libya,61,,2,,18,41,,9,0.3,1623,236,Africa
Eswatini,59,+3,1,,10,48,,51,0.9,714,615,Africa
"French Polynesia",57,,,,41,16,1,203,,2069,7365,Australia/Oceania
Guinea-Bissau,53,+1,1,+1,3,49,,27,0.5,1500,762,Africa
Nepal,52,+3,,,16,36,,2,,51367,1763,Asia
Chad,46,,,,15,31,,3,,,,Africa
Macao,45,,,,31,14,1,69,,,,Asia
Syria,43,+1,3,,14,26,,2,0.2,,,Asia
Eritrea,39,,,,13,26,,11,,,,Africa
"Saint Martin",38,,3,,24,11,3,983,78,,,"North America"
Mongolia,38,+1,,,9,29,,12,,7292,2224,Asia
Malawi,34,+1,3,,4,27,1,2,0.2,617,32,Africa
Zimbabwe,31,,4,,2,25,,2,0.3,6067,408,Africa
Angola,26,+1,2,,6,18,,0.8,0.06,,,Africa
"Antigua and Barbuda",24,,3,,11,10,1,245,31,113,1154,"North America"
Timor-Leste,24,,,,2,22,,18,,322,244,Asia
Botswana,22,,1,,,21,,9,0.4,5023,2136,Africa
CAR,19,+3,,,10,9,,4,,,,Africa
Laos,19,,,,7,12,,3,,1735,238,Asia
Belize,18,,2,,5,11,1,45,5,816,2052,"North America"
Fiji,18,,,,12,6,,20,,1007,1123,Australia/Oceania
Grenada,18,,,,7,11,4,160,,175,1555,"North America"
"New Caledonia",18,,,,17,1,1,63,,3952,13842,Australia/Oceania
Curaçao,16,,1,,11,4,,98,6,304,1853,"North America"
Dominica,16,,,,13,3,,222,,383,5320,"North America"
Namibia,16,,,,8,8,,6,,675,266,Africa
"Saint Kitts and Nevis",15,,,,2,13,,282,,260,4887,"North America"
"Saint Lucia",15,,,,15,0,,82,,446,2429,"North America"
"St. Vincent Grenadines",14,,,,5,9,,126,,108,973,"North America"
Nicaragua,13,+1,3,,7,3,,2,0.5,,,"North America"
"Falkland Islands",13,,,,11,2,,3736,,353,101437,"South America"
Burundi,11,,1,,4,6,,0.9,0.08,284,24,Africa
Montserrat,11,,1,,2,8,1,2204,200,36,7212,"North America"
"Turks and Caicos",11,,1,,4,6,,284,26,83,2144,"North America"
Greenland,11,,,,11,0,,194,,1200,21138,"North America"
Seychelles,11,,,,6,5,,112,,,,Africa
Gambia,10,,1,,8,1,,4,0.4,401,166,Africa
Suriname,10,,1,,7,2,,17,2,404,689,"South America"
"MS Zaandam",9,,2,,,7,,,,,,
"Vatican City",9,,,,2,7,,11236,,,,Europe
"Papua New Guinea",8,,,,,8,,0.9,,604,68,Australia/Oceania
Mauritania,7,,1,,6,0,,2,0.2,1032,222,Africa
Bhutan,7,,,,4,3,,9,,9791,12689,Asia
"British Virgin Islands",6,,1,,3,2,,198,33,,,"North America"
"St. Barth",6,,,,6,0,,607,,,,"North America"
"South Sudan",6,+1,,,,6,,0.5,,,,Africa
"Western Sahara",6,,,,5,1,,10,,,,Africa
"Caribbean Netherlands",5,,,,,5,,191,,110,4195,"North America"
"Sao Tome and Principe",4,,,,,4,,18,,19,87,Africa
Anguilla,3,,,,1,2,,200,,,,"North America"
"Saint Pierre Miquelon",1,,,,,1,,173,,,,"North America"
Yemen,1,,,,1,0,,0.03,,120,4,Asia
China,82827,+11,4632,,77394,801,51,58,3,,,Asia
*Total:*,1064472,"+29,458",59953,"+1,354",146042,858477,16402,,,,,"North America"
*Total:*,1276808,"+24,311",121885,"+1,767",436194,718729,25260,,,,,Europe
*Total:*,472267,"+11,603",17244,+293,228083,226940,6050,,,,,Asia
*Total:*,137848,"+6,699",6286,+282,49653,81909,9699,,,,,"South America"
*Total:*,8287,+30,101,+3,6772,1414,45,,,,,Australia/Oceania
*Total:*,32657,"+1,555",1426,+47,10018,21213,140,,,,,Africa
*Total:*,721,,15,,645,61,4,,,,,
*Total:*,2993060,"+73,656",206910,"+3,746",877407,1908743,57600,384,26.5,,,All
