"Country,
Other","Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Continent
"Faeroe Islands",184,,,,173,11,,3766,,5981,122403,Europe
Martinique,163,+5,12,+4,73,78,11,434,32,,,"North America"
Jamaica,163,+20,5,,25,133,,55,2,1516,512,"North America"
Guadeloupe,148,+3,8,,73,67,13,370,20,,,"North America"
Tanzania,147,,5,,11,131,4,2,0.08,,,Africa
Rwanda,144,+1,,,69,75,,11,,6237,482,Africa
Congo,143,,6,,11,126,,26,1,,,Africa
Brunei,137,+1,1,,113,23,2,313,2,11254,25725,Asia
Somalia,135,+19,7,+1,2,126,2,8,0.4,,,Africa
Gibraltar,132,,,,111,21,1,3918,,1859,55178,Europe
Cambodia,122,,,,103,19,1,7,,5768,345,Asia
Madagascar,120,+3,,,35,85,1,4,,2357,85,Africa
"Trinidad and Tobago",114,,8,,21,85,,81,6,1320,943,"North America"
Gabon,108,,1,,7,100,,49,0.4,572,257,Africa
Ethiopia,105,+9,3,,16,86,1,0.9,0.03,6890,60,Africa
Myanmar,98,+10,5,+1,5,88,,2,0.09,4065,75,Asia
Aruba,96,,2,,44,50,4,899,19,1358,12719,"North America"
"French Guiana",96,,,,64,32,2,321,,,,"South America"
Monaco,94,,3,,22,69,3,2395,76,,,Europe
Togo,84,+1,5,,49,30,,10,0.6,4191,506,Africa
Bermuda,83,,5,,35,43,9,1333,80,552,8863,"North America"
Liechtenstein,79,,1,,55,23,,2072,26,900,23605,Europe
"Equatorial Guinea",79,,,,4,75,,56,,854,609,Africa
Liberia,76,,7,,7,62,,15,1,,,Africa
Barbados,75,,5,,17,53,4,261,17,1000,3480,"North America"
Sudan,66,+33,10,+4,6,50,,2,0.2,,,Africa
"Sint Maarten",64,+7,9,,12,43,6,1493,210,163,3802,"North America"
Guyana,63,,6,,9,48,4,80,8,283,360,"South America"
"Cayman Islands",61,,1,,7,53,3,928,15,702,10681,"North America"
"Cabo Verde",58,+2,1,,1,56,,104,2,,,Africa
Zambia,57,+5,2,,33,22,1,3,0.1,2191,119,Africa
Bahamas,55,+1,9,,10,36,1,140,23,,,"North America"
"French Polynesia",55,,,,2,53,1,196,,1302,4635,Australia/Oceania
Uganda,55,,,,22,33,,1,,11101,243,Africa
Libya,49,,1,,11,37,,7,0.1,707,103,Africa
Guinea-Bissau,46,+3,,,,46,,23,,1500,762,Africa
Macao,45,,,,16,29,1,69,,,,Asia
Haiti,44,+1,3,,,41,,4,0.3,498,44,"North America"
Eritrea,39,+4,,,3,36,,11,,,,Africa
Syria,38,,2,,5,31,,2,0.1,,,Asia
"Saint Martin",37,+2,2,,19,16,5,957,52,,,"North America"
Benin,35,,1,,18,16,,3,0.08,,,Africa
Maldives,35,+6,,,16,19,,65,,3714,6871,Asia
Mozambique,35,+1,,,4,31,,1,,952,30,Africa
Chad,33,+6,,,8,25,,2,,,,Africa
Nepal,31,+1,,,3,28,,1,,15800,542,Asia
Mongolia,31,,,,5,26,,9,,1450,442,Asia
"Sierra Leone",30,+4,,,,30,,4,,,,Africa
Zimbabwe,25,+1,3,,2,20,,2,0.2,2626,177,Africa
Angola,24,+5,2,,6,16,,0.7,0.06,,,Africa
"Antigua and Barbuda",23,,3,,3,17,1,235,31,73,745,"North America"
Eswatini,22,+6,1,,8,13,,19,0.9,714,615,Africa
Laos,19,,,,2,17,,3,,1318,181,Asia
Belize,18,,2,,,16,1,45,5,651,1637,"North America"
"New Caledonia",18,,,,14,4,1,63,,3399,11906,Australia/Oceania
Timor-Leste,18,,,,1,17,,14,,,,Asia
Malawi,17,,2,,3,12,1,0.9,0.1,417,22,Africa
Fiji,17,,,,,17,,19,,,,Australia/Oceania
Dominica,16,,,,8,8,,222,,345,4793,"North America"
Namibia,16,,,,6,10,,6,,499,196,Africa
Botswana,15,,1,,,14,,6,0.4,3602,1532,Africa
"Saint Lucia",15,,,,11,4,,82,,344,1873,"North America"
Curaçao,14,,1,,11,2,,85,6,286,1743,"North America"
Grenada,14,,,,6,8,4,124,,92,818,"North America"
"Saint Kitts and Nevis",14,,,,,14,,263,,234,4399,"North America"
CAR,12,,,,4,8,,2,,,,Africa
"St. Vincent Grenadines",12,,,,1,11,,108,,87,784,"North America"
"Turks and Caicos",11,,1,,,10,,284,26,83,2144,"North America"
"Falkland Islands",11,,,,3,8,,3161,,319,91667,"South America"
Greenland,11,,,,11,0,,194,,1043,18372,"North America"
Montserrat,11,,,,2,9,1,2204,,36,7212,"North America"
Seychelles,11,,,,5,6,,112,,,,Africa
Suriname,10,,1,,6,3,,17,2,,,"South America"
"MS Zaandam",9,,2,,,7,,,,,,
Nicaragua,9,,2,+1,6,1,,1,0.3,,,"North America"
Gambia,9,,1,,2,6,,4,0.4,316,131,Africa
"Vatican City",8,,,,2,6,,9988,,,,Europe
Mauritania,7,,1,,6,0,,2,0.2,913,196,Africa
"Papua New Guinea",7,,,,,7,,0.8,,167,19,Australia/Oceania
"St. Barth",6,,,,5,1,,607,,,,"North America"
"Western Sahara",6,,,,,6,,10,,,,Africa
Burundi,5,,1,,,4,,0.4,0.08,80,7,Africa
Bhutan,5,,,,2,3,,6,,8107,10507,Asia
"British Virgin Islands",4,,,,2,2,,132,,,,"North America"
"Sao Tome and Principe",4,,,,,4,,18,,19,87,Africa
"South Sudan",4,,,,,4,,0.4,,,,Africa
Anguilla,3,,,,1,2,,200,,,,"North America"
"Caribbean Netherlands",3,,,,,3,,114,,10,381,"North America"
"Saint Pierre Miquelon",1,,,,,1,,173,,,,"North America"
Yemen,1,,,,,1,,0.03,,,,Asia
China,82719,+27,4632,,77029,1058,85,57,3,,,Asia
*Total:*,790535,"+30,780",41497,"+2,075",82220,666818,14659,,,,,"North America"
*Total:*,1059814,"+30,600",99813,"+3,585",298699,661302,26386,,,,,Europe
*Total:*,370141,"+11,957",14401,+335,176091,179649,6426,,,,,Asia
*Total:*,77973,"+5,442",3653,+335,27692,46628,7532,,,,,"South America"
*Total:*,8105,+66,81,+5,5050,2974,60,,,,,Australia/Oceania
*Total:*,21741,"+1,322",1082,+62,5470,15189,195,,,,,Africa
*Total:*,721,,15,,644,62,7,,,,,
*Total:*,2329030,"+80,167",160542,"+6,397",595866,1572622,55265,298.8,20.6,,,All
