"Country,
Other","Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Continent
"Sint Maarten",57,,9,,12,36,6,1329,210,163,3802,"North America"
"Cabo Verde",56,,1,,1,54,,101,2,,,Africa
Uganda,56,+1,,,20,36,,1,,9975,218,Africa
"French Polynesia",55,,,,,55,1,196,,920,3275,Australia/Oceania
Bahamas,54,+1,9,+1,6,39,1,137,23,,,"North America"
Zambia,52,+4,2,,30,20,1,3,0.1,2191,119,Africa
Libya,49,,1,,11,37,,7,0.1,699,102,Africa
Macao,45,,,,16,29,1,69,,,,Asia
Haiti,43,+2,3,,,40,,4,0.3,365,32,"North America"
Guinea-Bissau,43,,,,,43,,22,,1500,762,Africa
Syria,38,+5,2,,5,31,,2,0.1,,,Asia
"Saint Martin",35,,2,,13,20,5,905,52,,,"North America"
Benin,35,,1,,18,16,,3,0.08,,,Africa
Eritrea,35,,,,,35,,10,,,,Africa
Mozambique,34,+3,,,2,32,,1,,898,29,Africa
Sudan,33,+1,6,+1,4,23,,0.8,0.1,,,Africa
Mongolia,31,,,,5,26,,9,,1450,442,Asia
Nepal,30,+14,,,2,28,,1,,15800,542,Asia
Maldives,28,+3,,,16,12,,52,,3497,6469,Asia
Chad,27,,,,5,22,,2,,,,Africa
"Sierra Leone",26,+11,,,,26,,3,,,,Africa
Zimbabwe,24,+1,3,,2,19,,2,0.2,1299,87,Africa
"Antigua and Barbuda",23,,3,,3,17,1,235,31,73,745,"North America"
Angola,19,,2,,5,12,,0.6,0.06,,,Africa
Laos,19,,,,2,17,,3,,1288,177,Asia
Belize,18,,2,,,16,1,45,5,651,1637,"North America"
"New Caledonia",18,,,,14,4,1,63,,3316,11615,Australia/Oceania
Timor-Leste,18,,,,1,17,,14,,,,Asia
Malawi,17,+1,2,,3,12,1,0.9,0.1,417,22,Africa
Fiji,17,,,,,17,,19,,,,Australia/Oceania
Eswatini,16,,1,,8,7,,14,0.9,714,615,Africa
Dominica,16,,,,8,8,,222,,345,4793,"North America"
Namibia,16,,,,4,12,,6,,362,142,Africa
Botswana,15,,1,,,14,,6,0.4,3602,1532,Africa
"Saint Lucia",15,,,,11,4,,82,,319,1737,"North America"
Curaçao,14,,1,,10,3,,85,6,269,1639,"North America"
Grenada,14,,,,6,8,4,124,,92,818,"North America"
"Saint Kitts and Nevis",14,,,,,14,,263,,234,4399,"North America"
CAR,12,,,,4,8,,2,,,,Africa
"St. Vincent Grenadines",12,,,,1,11,,108,,87,784,"North America"
"Turks and Caicos",11,,1,,,10,,284,26,83,2144,"North America"
"Falkland Islands",11,,,,1,10,,3161,,137,39368,"South America"
Greenland,11,,,,11,0,,194,,1019,17950,"North America"
Montserrat,11,,,,1,10,1,2204,,36,7212,"North America"
Seychelles,11,,,,5,6,,112,,,,Africa
Suriname,10,,1,,6,3,,17,2,,,"South America"
"MS Zaandam",9,,2,,,7,,,,,,
Gambia,9,,1,,2,6,,4,0.4,316,131,Africa
Nicaragua,9,,1,,4,4,,1,0.2,,,"North America"
"Vatican City",8,,,,2,6,,9988,,,,Europe
Mauritania,7,,1,,2,4,,2,0.2,713,153,Africa
"Papua New Guinea",7,,,,,7,,0.8,,167,19,Australia/Oceania
"St. Barth",6,,,,4,2,,607,,,,"North America"
"Western Sahara",6,,,,,6,,10,,,,Africa
Burundi,5,,1,,,4,,0.4,0.08,80,7,Africa
Bhutan,5,,,,2,3,,6,,7913,10255,Asia
"British Virgin Islands",4,+1,,,2,2,,132,,,,"North America"
"Sao Tome and Principe",4,,,,,4,,18,,19,87,Africa
"South Sudan",4,,,,,4,,0.4,,,,Africa
Anguilla,3,,,,1,2,,200,,,,"North America"
"Caribbean Netherlands",3,,,,,3,,114,,10,381,"North America"
"Saint Pierre Miquelon",1,,,,,1,,173,,,,"North America"
Yemen,1,,,,,1,,0.03,,,,Asia
China,82692,+325,4632,"+1,290",77944,116,89,57,3,,,Asia
*Total:*,758936,"+34,376",39403,"+2,692",73543,645990,14626,,,,,"North America"
*Total:*,1029214,"+32,674",96228,"+4,004",289063,643923,28102,,,,,Europe
*Total:*,358183,"+12,187",14066,"+1,640",171077,173040,6407,,,,,Asia
*Total:*,72531,"+4,940",3318,+261,26856,42357,7574,,,,,"South America"
*Total:*,8032,+66,76,+4,4651,3305,64,,,,,Australia/Oceania
*Total:*,20420,"+1,427",1020,+52,4958,14442,187,,,,,Africa
*Total:*,721,,15,,644,62,7,,,,,
*Total:*,2248037,"+85,670",154126,"+8,653",570792,1523119,56967,288.4,19.8,,,All
