"Country,
Other","Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Continent
Estonia,1605,+13,46,+1,206,1353,6,1210,35,46281,34889,Europe
Armenia,1596,+73,27,+3,728,841,10,539,9,16552,5586,Asia
Azerbaijan,1592,+44,21,+1,1013,558,14,157,2,114410,11284,Asia
"New Zealand",1456,+5,17,+1,1095,344,1,302,4,108238,22446,Australia/Oceania
Cameroon,1430,+96,43,,668,719,20,54,2,,,Africa
"Bosnia and Herzegovina",1421,+8,55,+1,538,828,4,433,17,21432,6533,Europe
Lithuania,1410,+12,40,,430,940,17,518,15,90992,33425,Europe
Slovenia,1373,+7,80,+1,211,1082,23,660,38,45703,21984,Europe
Slovakia,1360,+35,17,+2,355,988,8,249,3,61261,11221,Europe
Afghanistan,1351,+72,43,+1,188,1120,7,35,1,6422,165,Asia
"North Macedonia",1326,+26,57,+1,337,932,14,636,27,13649,6551,Europe
Cuba,1285,+50,49,+6,416,820,11,113,4,36134,3190,"North America"
Ghana,1279,+125,10,+1,134,1135,4,41,0.3,88188,2838,Africa
Bulgaria,1188,+91,54,+2,193,941,37,171,8,27000,3886,Europe
"Hong Kong",1036,,4,,699,333,9,138,0.5,131786,17579,Asia
"Ivory Coast",1004,,14,,359,631,,38,0.5,,,Africa
Djibouti,999,+13,2,,330,667,,1011,2,11090,11225,Africa
Nigeria,981,,31,,197,753,2,5,0.2,8003,39,Africa
Tunisia,918,,38,,190,690,32,78,3,19411,1642,Africa
Guinea,862,,6,,170,686,,66,0.5,,,Africa
Cyprus,804,+9,14,+1,98,692,15,666,12,43542,36064,Asia
Latvia,784,+6,12,+1,267,505,6,416,6,43080,22840,Europe
Andorra,731,+8,40,+3,333,358,17,9461,518,1673,21653,Europe
"Diamond Princess",712,,13,,645,54,4,,,,,
Bolivia,703,+31,43,+3,44,616,3,60,4,4420,379,"South America"
Lebanon,696,+8,22,,140,534,46,102,3,25337,3712,Asia
"Costa Rica",686,,6,,196,484,8,135,1,12073,2370,"North America"
Albania,678,+15,27,,394,257,4,236,9,6509,2262,Europe
Niger,671,,24,,256,391,,28,1,4832,200,Africa
Kyrgyzstan,656,+25,8,,322,326,11,101,1,39615,6072,Asia
"Burkina Faso",616,,41,,410,165,,29,2,,,Africa
Honduras,562,+43,47,,50,465,10,57,5,3107,314,"North America"
Uruguay,557,+8,12,,354,191,10,160,3,15142,4359,"South America"
Senegal,545,+66,7,+1,262,276,1,33,0.4,466,28,Africa
"Channel Islands",523,+2,34,+5,295,194,,3008,196,3320,19095,Europe
"San Marino",513,+12,40,,64,409,3,15119,1179,1929,56851,Europe
Palestine,484,+4,4,,92,388,,95,0.8,27000,5293,Asia
Malta,447,+2,3,,223,221,2,1012,7,27422,62105,Europe
Georgia,444,+19,5,,132,307,6,111,1,8375,2099,Asia
Jordan,441,+4,7,,326,108,5,43,0.7,61608,6038,Asia
Taiwan,428,+1,6,,264,158,,18,0.3,59026,2478,Asia
"Sri Lanka",417,+49,7,,109,301,2,19,0.3,13142,614,Asia
Réunion,412,,,,238,174,2,460,,,,Africa
DRC,394,+17,25,,48,321,,4,0.3,,,Africa
Guatemala,384,+42,11,+1,30,343,5,21,0.6,7200,402,"North America"
Mayotte,354,+28,4,,144,206,4,1298,15,2200,8064,Africa
Kenya,336,+16,14,,94,228,2,6,0.3,16738,311,Africa
Mauritius,331,,9,,285,37,3,260,7,12835,10092,Africa
Somalia,328,,16,,8,304,2,21,1,,,Africa
Montenegro,319,+3,6,+1,123,190,7,508,10,5085,8096,Europe
Venezuela,318,+20,10,,132,176,4,11,0.4,394125,13860,"South America"
Mali,309,,21,,77,211,,15,1,2023,100,Africa
"Isle of Man",308,+1,18,+2,230,60,20,3622,212,2751,32352,Europe
Tanzania,284,,10,,48,226,7,5,0.2,,,Africa
Vietnam,270,+2,,,225,45,8,3,,206253,2119,Asia
"El Salvador",261,+11,8,,72,181,2,40,1,16418,2531,"North America"
Jamaica,257,+5,6,,28,223,,87,2,2213,747,"North America"
Paraguay,220,+7,9,,70,141,1,31,1,6917,970,"South America"
"Equatorial Guinea",214,+5,1,,7,206,,153,0.7,854,609,Africa
"Faeroe Islands",187,,,,178,9,,3827,,6458,132165,Europe
Congo,186,,6,,16,164,,34,1,,,Africa
Sudan,174,+12,16,+3,14,144,,4,0.4,,,Africa
Gabon,172,+5,3,+1,26,143,1,77,1,572,257,Africa
Martinique,170,+6,14,,77,79,6,453,37,,,"North America"
Rwanda,154,,,,87,67,,12,,6959,537,Africa
Guadeloupe,149,+1,12,,82,55,11,372,30,,,"North America"
Myanmar,144,+12,5,,9,130,,3,0.09,5775,106,Asia
Brunei,138,,1,,120,17,2,315,2,12770,29190,Asia
Gibraltar,133,,,,129,4,,3948,,2062,61203,Europe
Cambodia,122,,,,110,12,1,7,,5768,345,Asia
Madagascar,122,+1,,,61,61,1,4,,2357,85,Africa
Liberia,117,+16,8,,25,84,,23,2,,,Africa
Ethiopia,117,+1,3,,25,89,,1,0.03,11669,102,Africa
Maldives,116,+8,,,16,100,2,215,,5296,9798,Asia
"Trinidad and Tobago",115,,8,,48,59,,82,6,1473,1053,"North America"
"French Guiana",107,,1,,84,22,1,358,3,,,"South America"
Aruba,100,,2,,68,30,4,937,19,1535,14377,"North America"
Bermuda,99,,5,,39,55,10,1590,80,949,15238,"North America"
Monaco,94,,4,,41,49,2,2395,102,,,Europe
Togo,90,+2,6,,59,25,,11,0.7,4733,572,Africa
"Cabo Verde",88,+6,1,,1,86,,158,2,,,Africa
Zambia,84,+8,3,,37,44,1,5,0.2,2586,141,Africa
"Sierra Leone",82,+18,2,+1,10,70,,10,0.3,,,Africa
Liechtenstein,81,,1,,55,25,,2124,26,900,23605,Europe
Barbados,76,,6,,30,40,4,264,21,1222,4252,"North America"
Uganda,74,,,,46,28,,2,,17388,380,Africa
"Sint Maarten",73,,12,,22,39,8,1703,280,266,6204,"North America"
Guyana,73,+3,7,,12,54,5,93,9,375,477,"South America"
Bahamas,72,,11,,14,47,1,183,28,,,"North America"
Haiti,72,,5,,2,65,,6,0.4,690,61,"North America"
"Cayman Islands",66,,1,,7,58,3,1004,15,778,11838,"North America"
Mozambique,65,+19,,,12,53,,2,,1439,46,Africa
Libya,60,,2,,18,40,,9,0.3,1337,195,Africa
"French Polynesia",57,,,,36,21,1,203,,1803,6418,Australia/Oceania
Benin,54,,1,,27,26,,4,0.08,,,Africa
Guinea-Bissau,50,,,,3,47,,25,,1500,762,Africa
Nepal,49,+1,,,10,39,,2,,9408,323,Asia
Macao,45,,,,27,18,1,69,,,,Asia
Syria,42,,3,,6,33,,2,0.2,,,Asia
Chad,40,+7,,,8,32,,2,,,,Africa
Eritrea,39,,,,11,28,,11,,,,Africa
"Saint Martin",38,,2,,20,16,3,983,52,,,"North America"
Eswatini,36,+5,1,,10,25,,31,0.9,714,615,Africa
Mongolia,36,+1,,,9,27,,11,,7234,2207,Asia
Malawi,33,,3,,3,27,1,2,0.2,519,27,Africa
Zimbabwe,29,+1,4,,2,23,,2,0.3,5450,367,Africa
Angola,25,,2,,6,17,,0.8,0.06,,,Africa
"Antigua and Barbuda",24,,3,,10,11,1,245,31,108,1103,"North America"
Timor-Leste,23,,,,1,22,,17,,322,244,Asia
Botswana,22,,1,,,21,,9,0.4,5023,2136,Africa
Laos,19,,,,4,15,,3,,1461,201,Asia
Belize,18,,2,,5,11,1,45,5,816,2052,"North America"
Fiji,18,,,,10,8,,20,,900,1004,Australia/Oceania
"New Caledonia",18,,,,17,1,1,63,,3952,13842,Australia/Oceania
CAR,16,,,,10,6,,3,,,,Africa
Dominica,16,,,,9,7,,222,,377,5237,"North America"
Namibia,16,,,,7,9,,6,,590,232,Africa
Grenada,15,,,,7,8,4,133,,92,818,"North America"
"Saint Kitts and Nevis",15,,,,2,13,,282,,260,4887,"North America"
"Saint Lucia",15,,,,15,0,,82,,364,1982,"North America"
Curaçao,14,,1,,11,2,,85,6,304,1853,"North America"
"St. Vincent Grenadines",14,+1,,,5,9,,126,,108,973,"North America"
"Falkland Islands",12,,,,11,1,,3448,,337,96839,"South America"
Nicaragua,11,,3,,7,1,,2,0.5,,,"North America"
Burundi,11,,1,,4,6,,0.9,0.08,284,24,Africa
"Turks and Caicos",11,,1,,4,6,,284,26,83,2144,"North America"
Greenland,11,,,,11,0,,194,,1150,20257,"North America"
Montserrat,11,,,,2,9,1,2204,,36,7212,"North America"
Seychelles,11,,,,6,5,,112,,,,Africa
Gambia,10,,1,,2,7,,4,0.4,316,131,Africa
Suriname,10,,1,,6,3,,17,2,404,689,"South America"
"MS Zaandam",9,,2,,,7,,,,,,
"Vatican City",9,,,,2,7,,11236,,,,Europe
"Papua New Guinea",8,,,,,8,,0.9,,604,68,Australia/Oceania
Mauritania,7,,1,,6,0,,2,0.2,1032,222,Africa
Bhutan,7,,,,3,4,,9,,8953,11603,Asia
"St. Barth",6,,,,6,0,,607,,,,"North America"
"Western Sahara",6,,,,5,1,,10,,,,Africa
"British Virgin Islands",5,,1,,3,1,,165,33,,,"North America"
"Caribbean Netherlands",5,,,,,5,,191,,110,4195,"North America"
"South Sudan",5,+1,,,,5,,0.4,,,,Africa
"Sao Tome and Principe",4,,,,,4,,18,,19,87,Africa
Anguilla,3,,,,1,2,,200,,,,"North America"
"Saint Pierre Miquelon",1,,,,,1,,173,,,,"North America"
Yemen,1,,,,1,0,,0.03,,120,4,Asia
China,82804,+6,4632,,77257,915,57,58,3,,,Asia
*Total:*,985170,"+31,038",55627,"+1,658",112741,816802,16181,,,,,"North America"
*Total:*,1224804,"+31,528",117287,"+3,028",393186,714331,26300,,,,,Europe
*Total:*,447846,"+12,570",16586,+374,212545,218715,6067,,,,,Asia
*Total:*,119664,"+16,336",5519,+446,44378,69767,9603,,,,,"South America"
*Total:*,8232,+13,96,+5,6294,1842,46,,,,,Australia/Oceania
*Total:*,29463,"+1,246",1327,+29,8914,19222,160,,,,,Africa
*Total:*,721,,15,,645,61,4,,,,,
*Total:*,2815900,"+92,731",196457,"+5,540",778703,1840740,58361,361.3,25.2,,,All
