"Country,
Other","Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Continent
Algeria,2629,+95,375,+8,1047,1207,40,60,9,6500,148,Africa
Moldova,2472,+121,67,+10,457,1948,80,613,17,10488,2600,Europe
Bangladesh,2456,+312,91,+7,75,2290,1,15,0.6,23941,145,Asia
Greece,2235,,113,+3,269,1853,67,214,11,53290,5113,Europe
Hungary,1916,+82,189,+17,250,1477,61,198,20,46353,4798,Europe
Kuwait,1915,+164,7,+1,305,1603,38,448,2,,,Asia
Bahrain,1881,+108,7,,759,1115,2,1105,4,85126,50028,Asia
Croatia,1871,+39,47,+8,709,1115,23,456,11,24186,5891,Europe
Iceland,1771,+11,9,,1291,471,3,5190,26,41091,120416,Europe
Kazakhstan,1676,+61,17,,400,1259,22,89,0.9,100878,5373,Asia
Uzbekistan,1565,+75,5,,225,1335,8,47,0.1,136000,4063,Asia
Iraq,1539,+26,82,,1009,448,,38,2,56147,1396,Asia
Estonia,1528,+16,40,+2,164,1324,10,1152,30,40333,30405,Europe
"New Zealand",1431,+9,12,+1,912,507,18,297,2,83224,17258,Australia/Oceania
Azerbaijan,1398,+25,19,+1,712,667,21,138,2,95747,9443,Asia
Slovenia,1330,+13,74,+4,192,1064,26,640,36,41265,19849,Europe
Lithuania,1298,+59,35,+2,242,1021,14,477,13,64035,23522,Europe
Armenia,1291,+43,20,,545,726,30,436,7,12680,4279,Asia
"Bosnia and Herzegovina",1285,+17,48,+1,347,890,4,392,15,17818,5431,Europe
Oman,1266,+86,7,+1,233,1026,3,248,1,,,Asia
"North Macedonia",1207,+37,51,+2,179,977,15,579,24,11870,5697,Europe
Slovakia,1161,+72,12,+1,229,920,10,213,2,44278,8110,Europe
Ghana,1042,+208,9,,99,934,4,34,0.3,68591,2207,Africa
Cuba,1035,+49,34,+2,255,746,16,91,3,26982,2382,"North America"
"Hong Kong",1026,+2,4,,602,420,8,137,0.5,131786,17579,Asia
Cameroon,1017,,42,,305,670,33,38,2,,,Africa
Afghanistan,996,+63,33,+3,131,832,7,26,0.8,6422,165,Asia
Bulgaria,894,+16,42,+1,161,691,36,129,6,26417,3802,Europe
Tunisia,879,+13,38,+1,43,798,33,74,3,16098,1362,Africa
"Ivory Coast",847,+46,9,+1,260,578,,32,0.3,,,Africa
Djibouti,846,+114,2,,102,742,,856,2,8144,8243,Africa
Cyprus,767,+6,12,,81,674,15,635,10,34087,28233,Asia
Latvia,727,+15,5,,88,634,5,385,3,35881,19023,Europe
Andorra,713,+9,36,+1,235,442,17,9228,466,1673,21653,Europe
"Diamond Princess",712,,13,,644,55,7,,,,,
Lebanon,673,+1,21,,102,550,27,99,3,20929,3066,Asia
"Costa Rica",660,+5,5,+1,112,543,10,130,1,10417,2045,"North America"
Niger,648,+9,20,+1,117,511,,27,0.8,4715,195,Africa
Nigeria,627,+85,21,+2,170,436,2,3,0.1,7153,35,Africa
Guinea,579,+61,5,+2,87,487,,44,0.4,,,Africa
"Burkina Faso",576,+11,36,,338,202,,28,2,,,Africa
Albania,562,+14,26,,314,222,5,195,9,5542,1926,Europe
Kyrgyzstan,554,+48,5,,133,416,5,85,0.8,26147,4008,Asia
Bolivia,520,+27,32,+1,31,457,3,45,3,3569,306,"South America"
Uruguay,517,,10,+1,298,209,14,149,3,13207,3802,"South America"
"Channel Islands",488,+4,21,,73,394,,2807,121,3320,19095,Europe
Honduras,472,+15,46,,15,411,10,48,5,2535,256,"North America"
"San Marino",461,+6,39,,60,362,4,13586,1149,1711,50426,Europe
Palestine,437,+19,3,+1,71,363,,86,0.6,17329,3397,Asia
Malta,427,+1,3,,118,306,2,967,7,23253,52663,Europe
Taiwan,420,+22,6,,189,225,,18,0.3,53005,2226,Asia
Jordan,417,+4,7,,276,134,5,41,0.7,29000,2842,Asia
Réunion,408,+1,,,237,171,4,456,,,,Africa
Georgia,394,+6,4,,93,297,6,99,1,5027,1260,Asia
Senegal,367,+17,3,,220,144,1,22,0.2,,,Africa
Mauritius,328,+3,9,,208,111,3,258,7,9755,7670,Africa
DRC,327,+20,25,,26,276,,4,0.3,,,Africa
Montenegro,308,+1,5,,55,248,7,490,8,3874,6168,Europe
"Isle of Man",298,+1,6,,193,99,10,3505,71,2465,28989,Europe
"Sri Lanka",271,+17,7,,96,168,1,13,0.3,6463,302,Asia
Mayotte,271,+17,4,,117,150,5,993,15,1850,6781,Africa
Kenya,270,+8,14,+2,67,189,2,5,0.3,13239,246,Africa
Vietnam,268,,,,202,66,8,3,,206253,2119,Asia
Guatemala,257,+22,7,,21,229,3,14,0.4,7200,402,"North America"
Venezuela,256,+29,9,,117,130,4,9,0.3,299714,10540,"South America"
Mali,224,+8,14,+1,42,168,,11,0.7,,,Africa
Paraguay,206,+4,8,,41,157,1,29,1,4950,694,"South America"
"El Salvador",201,+11,7,,44,150,1,31,1,11160,1721,"North America"
"Faeroe Islands",185,+1,,,176,9,,3786,,6021,123222,Europe
Jamaica,173,+10,5,,27,141,,58,2,1605,542,"North America"
Tanzania,170,+23,7,+2,11,152,4,3,0.1,,,Africa
Somalia,164,+29,7,,3,154,2,10,0.4,,,Africa
Martinique,163,,12,,73,78,11,434,32,,,"North America"
Guadeloupe,148,,8,,73,67,13,370,20,,,"North America"
Rwanda,147,+3,,,76,71,,11,,6959,537,Africa
Congo,143,,6,,11,126,,26,1,,,Africa
Brunei,138,+1,1,,115,22,2,315,2,11472,26223,Asia
Gibraltar,132,,,,120,12,1,3918,,1912,56751,Europe
Cambodia,122,,,,105,17,1,7,,5768,345,Asia
Madagascar,121,+1,,,39,82,1,4,,2357,85,Africa
"Trinidad and Tobago",114,,8,,21,85,,81,6,1335,954,"North America"
Myanmar,111,+13,5,,7,99,,2,0.09,4605,85,Asia
Gabon,109,+1,1,,7,101,,49,0.4,572,257,Africa
Ethiopia,108,+3,3,,16,89,1,0.9,0.03,7557,66,Africa
Aruba,97,+1,2,,49,46,4,909,19,1442,13506,"North America"
"French Guiana",96,,,,64,32,2,321,,,,"South America"
Monaco,94,,3,,22,69,3,2395,76,,,Europe
Liberia,91,+15,8,+1,7,76,,18,2,,,Africa
Bermuda,86,+3,5,,35,46,10,1381,80,638,10244,"North America"
Togo,84,,5,,52,27,,10,0.6,4295,519,Africa
Liechtenstein,81,,1,,55,25,,2124,26,900,23605,Europe
"Equatorial Guinea",79,,,,4,75,,56,,854,609,Africa
Barbados,75,,5,,17,53,4,261,17,1000,3480,"North America"
"Sint Maarten",67,+3,10,+1,12,45,6,1563,233,163,3802,"North America"
Sudan,66,,10,,6,50,,2,0.2,,,Africa
Guyana,65,+2,7,+1,9,49,4,83,9,322,409,"South America"
Zambia,61,+4,3,+1,33,25,1,3,0.2,2586,141,Africa
"Cabo Verde",61,+3,1,,1,59,,110,2,,,Africa
"Cayman Islands",61,,1,,7,53,3,928,15,702,10681,"North America"
Bahamas,55,,9,,10,36,1,140,23,,,"North America"
"French Polynesia",55,,,,2,53,1,196,,1302,4635,Australia/Oceania
Uganda,55,,,,28,27,,1,,11101,243,Africa
Maldives,52,+17,,,16,36,,96,,3714,6871,Asia
Libya,51,+2,1,,11,39,,7,0.1,725,106,Africa
Guinea-Bissau,50,+4,,,3,47,,25,,1500,762,Africa
Haiti,47,+3,3,,,44,,4,0.3,498,44,"North America"
Macao,45,,,,17,28,1,69,,,,Asia
Syria,39,+1,3,+1,5,31,,2,0.2,,,Asia
Eritrea,39,,,,3,36,,11,,,,Africa
Mozambique,39,+4,,,8,31,,1,,1037,33,Africa
"Saint Martin",37,,2,,19,16,5,957,52,,,"North America"
Benin,35,,1,,18,16,,3,0.08,,,Africa
"Sierra Leone",35,+5,,,6,29,,4,,,,Africa
Chad,33,,,,8,25,,2,,,,Africa
Mongolia,32,+1,,,7,25,,10,,1554,474,Asia
Nepal,31,,,,4,27,,1,,29567,1015,Asia
Zimbabwe,25,,3,,2,20,,2,0.2,2626,177,Africa
Angola,24,,2,,6,16,,0.7,0.06,,,Africa
"Antigua and Barbuda",23,,3,,3,17,1,235,31,73,745,"North America"
Eswatini,22,,1,,8,13,,19,0.9,714,615,Africa
Botswana,20,+5,1,,,19,,9,0.4,4432,1885,Africa
Laos,19,,,,2,17,,3,,1333,183,Asia
Timor-Leste,19,+1,,,1,18,,14,,,,Asia
Belize,18,,2,,2,14,1,45,5,651,1637,"North America"
"New Caledonia",18,,,,15,3,1,63,,3399,11906,Australia/Oceania
Malawi,17,,2,,3,12,1,0.9,0.1,429,22,Africa
Fiji,17,,,,,17,,19,,,,Australia/Oceania
Dominica,16,,,,8,8,,222,,345,4793,"North America"
Namibia,16,,,,6,10,,6,,524,206,Africa
"Saint Lucia",15,,,,11,4,,82,,344,1873,"North America"
Curaçao,14,,1,,11,2,,85,6,286,1743,"North America"
Grenada,14,,,,6,8,4,124,,92,818,"North America"
"Saint Kitts and Nevis",14,,,,,14,,263,,234,4399,"North America"
CAR,12,,,,4,8,,2,,,,Africa
"St. Vincent Grenadines",12,,,,1,11,,108,,87,784,"North America"
"Turks and Caicos",11,,1,,,10,,284,26,83,2144,"North America"
"Falkland Islands",11,,,,3,8,,3161,,319,91667,"South America"
Greenland,11,,,,11,0,,194,,1043,18372,"North America"
Montserrat,11,,,,2,9,1,2204,,36,7212,"North America"
Seychelles,11,,,,5,6,,112,,,,Africa
Nicaragua,10,+1,2,,6,2,,2,0.3,,,"North America"
Gambia,10,+1,1,,2,7,,4,0.4,316,131,Africa
Suriname,10,,1,,6,3,,17,2,,,"South America"
"MS Zaandam",9,,2,,,7,,,,,,
"Vatican City",8,,,,2,6,,9988,,,,Europe
Mauritania,7,,1,,6,0,,2,0.2,913,196,Africa
"Papua New Guinea",7,,,,,7,,0.8,,167,19,Australia/Oceania
"St. Barth",6,,,,5,1,,607,,,,"North America"
"Western Sahara",6,,,,,6,,10,,,,Africa
Burundi,5,,1,,,4,,0.4,0.08,80,7,Africa
Bhutan,5,,,,2,3,,6,,8107,10507,Asia
"Caribbean Netherlands",5,+2,,,,5,,191,,110,4195,"North America"
"British Virgin Islands",4,,1,+1,2,1,,132,33,,,"North America"
"Sao Tome and Principe",4,,,,,4,,18,,19,87,Africa
"South Sudan",4,,,,,4,,0.4,,,,Africa
Anguilla,3,,,,1,2,,200,,,,"North America"
"Saint Pierre Miquelon",1,,,,,1,,173,,,,"North America"
Yemen,1,,,,,1,,0.03,,,,Asia
China,82735,+16,4632,,77062,1041,85,57,3,,,Asia
*Total:*,819495,"+28,089",43294,"+1,757",86833,689368,14644,,,,,"North America"
*Total:*,1088698,"+28,660",101780,"+2,502",309495,677423,25395,,,,,Europe
*Total:*,383155,"+12,371",14786,+385,180611,187758,6403,,,,,Asia
*Total:*,82150,"+4,177",3847,+194,36329,41974,7534,,,,,"South America"
*Total:*,8140,+35,83,+2,5159,2898,68,,,,,Australia/Oceania
*Total:*,22966,"+1,225",1125,+43,5840,16001,174,,,,,Africa
*Total:*,721,,15,,644,62,7,,,,,
*Total:*,2405325,"+74,557",164930,"+4,883",624911,1615484,54225,308.6,21.2,,,All
