"Country,
Other","Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Continent
Kazakhstan,1995,+143,19,,489,1487,22,106,1,126727,6749,Asia
Bahrain,1973,+66,7,,784,1182,2,1160,4,94380,55466,Asia
Croatia,1908,+27,48,+1,801,1059,18,465,12,26610,6482,Europe
Iceland,1778,+5,10,,1417,351,5,5210,29,43831,128445,Europe
Uzbekistan,1678,+51,6,+1,357,1315,8,50,0.2,150000,4482,Asia
Iraq,1602,+28,83,+1,1096,423,,40,2,60837,1513,Asia
Estonia,1552,+17,43,+3,169,1340,9,1170,32,42213,31822,Europe
Oman,1508,+98,8,+1,238,1262,3,295,2,,,Asia
Azerbaijan,1480,+44,20,+1,865,595,16,146,2,102764,10135,Asia
"New Zealand",1445,+5,13,+1,1006,426,3,300,3,89508,18562,Australia/Oceania
Armenia,1401,+62,24,+2,609,768,30,473,8,13929,4701,Asia
Lithuania,1350,+24,38,+1,298,1014,17,496,14,70753,25990,Europe
Slovenia,1344,+9,77,,197,1070,25,646,37,42976,20672,Europe
"Bosnia and Herzegovina",1342,+33,51,+2,437,854,4,409,16,19195,5851,Europe
"North Macedonia",1231,+6,55,+1,224,952,9,591,26,12340,5923,Europe
Slovakia,1199,+26,14,+1,258,927,7,220,3,49428,9053,Europe
Cameroon,1163,,43,+1,329,791,33,44,2,,,Africa
Cuba,1137,+50,38,+2,309,790,18,100,3,30416,2685,"North America"
Afghanistan,1092,+66,36,,150,906,7,28,0.9,6422,165,Asia
Ghana,1042,,9,,99,934,4,34,0.3,68591,2207,Africa
"Hong Kong",1030,+4,4,,650,376,8,137,0.5,131786,17579,Asia
Bulgaria,975,+46,45,+2,170,760,34,140,6,26417,3802,Europe
Djibouti,945,+99,2,,112,831,,956,2,8955,9064,Africa
"Ivory Coast",916,+37,13,+3,303,600,,35,0.5,,,Africa
Tunisia,901,+17,38,,170,693,25,76,3,18165,1537,Africa
Cyprus,784,+12,12,,98,674,15,649,10,37081,30712,Asia
Nigeria,782,+117,25,+3,197,560,2,4,0.1,8003,39,Africa
Latvia,748,+9,9,+4,133,606,3,397,5,37972,20132,Europe
Andorra,717,,37,,282,398,17,9280,479,1673,21653,Europe
"Diamond Princess",712,,13,,644,55,7,,,,,
Guinea,688,+66,6,+1,127,555,,52,0.5,,,Africa
Lebanon,677,,21,,108,548,27,99,3,21764,3189,Asia
"Costa Rica",669,+7,6,,150,513,6,131,1,11387,2235,"North America"
Niger,657,+9,20,,127,510,,27,0.8,4832,200,Africa
Albania,609,+25,26,,345,238,10,212,9,6017,2091,Europe
"Burkina Faso",600,+19,38,,362,200,,29,2,,,Africa
Bolivia,598,+34,34,+1,37,527,3,51,3,3569,306,"South America"
Kyrgyzstan,590,+22,7,,216,367,5,90,1,26147,4008,Asia
Uruguay,543,+8,12,+2,324,207,10,156,3,13923,4008,"South America"
"Channel Islands",496,+8,24,,256,216,,2853,138,3320,19095,Europe
Honduras,494,+17,46,,29,419,10,50,5,2535,256,"North America"
"San Marino",476,+14,40,+1,62,374,4,14028,1179,1820,53638,Europe
Palestine,466,+17,4,+1,71,391,,91,0.8,17329,3397,Asia
Malta,443,+12,3,,150,290,2,1003,7,25645,58080,Europe
Jordan,428,+3,7,,297,124,5,42,0.7,33000,3234,Asia
Taiwan,425,+3,6,,217,202,,18,0.3,55476,2329,Asia
Senegal,412,+35,5,,242,165,1,25,0.3,466,28,Africa
Réunion,410,+2,,,238,172,2,458,,,,Africa
Georgia,408,+6,4,,97,307,6,102,1,7611,1908,Asia
DRC,350,+18,25,,35,290,,4,0.3,,,Africa
Mauritius,328,,9,,243,76,3,258,7,9755,7670,Africa
Montenegro,313,+1,5,,101,207,7,498,8,5085,8096,Europe
Mayotte,311,+40,4,,117,190,4,1140,15,2000,7331,Africa
"Sri Lanka",310,+6,7,,102,201,1,14,0.3,6793,317,Asia
"Isle of Man",307,+7,9,,209,89,15,3610,106,2509,29506,Europe
Kenya,296,+15,14,,74,208,2,6,0.3,14704,273,Africa
Guatemala,294,+5,7,,24,263,3,16,0.4,7200,402,"North America"
Somalia,286,+49,8,,4,274,2,18,0.5,,,Africa
Venezuela,285,,10,,117,158,4,10,0.4,347236,12211,"South America"
Vietnam,268,,,,216,52,8,3,,206253,2119,Asia
Mali,258,+12,14,,57,187,,13,0.7,,,Africa
Tanzania,254,,10,,11,233,4,4,0.2,,,Africa
"El Salvador",225,+7,7,,48,170,2,35,1,13352,2059,"North America"
Jamaica,223,,6,+1,27,190,,75,2,1889,638,"North America"
Paraguay,208,,8,,53,147,1,29,1,5878,824,"South America"
"Faeroe Islands",185,,,,178,7,,3786,,6171,126292,Europe
Congo,165,+5,6,,16,143,,30,1,,,Africa
Martinique,163,,14,+2,73,76,11,434,37,,,"North America"
Gabon,156,+36,1,,16,139,2,70,0.4,572,257,Africa
Rwanda,150,+3,,,84,66,,12,,6959,537,Africa
Guadeloupe,148,,12,+4,73,63,13,370,30,,,"North America"
Sudan,140,+33,13,+1,8,119,,3,0.3,,,Africa
Brunei,138,,1,,116,21,2,315,2,11633,26591,Asia
Gibraltar,132,,,,120,12,1,3918,,1912,56751,Europe
Cambodia,122,,,,110,12,1,7,,5768,345,Asia
Myanmar,121,+2,5,,7,109,,2,0.09,5198,96,Asia
Madagascar,121,,,,44,77,1,4,,2357,85,Africa
"Trinidad and Tobago",115,+1,8,,28,79,,82,6,1393,995,"North America"
Ethiopia,114,+3,3,,16,95,,1,0.03,8698,76,Africa
Liberia,101,+2,8,,7,86,,20,2,,,Africa
Aruba,97,,2,,51,44,4,909,19,1445,13534,"North America"
"French Guiana",97,,1,,76,20,1,325,3,,,"South America"
Monaco,94,,3,,26,65,2,2395,76,,,Europe
Togo,86,+2,6,,56,24,,10,0.7,4600,556,Africa
Bermuda,86,,5,,37,44,10,1381,80,651,10453,"North America"
"Equatorial Guinea",83,+4,,,7,76,,59,,854,609,Africa
Maldives,83,+14,,,16,67,2,154,,4139,7657,Asia
Liechtenstein,81,,1,,55,25,,2124,26,900,23605,Europe
Barbados,75,,5,,25,45,4,261,17,1098,3821,"North America"
Zambia,70,+5,3,,35,32,1,4,0.2,2586,141,Africa
"Sint Maarten",68,+1,10,,12,46,6,1586,233,249,5807,"North America"
"Cabo Verde",68,+1,1,,1,66,,122,2,,,Africa
Guyana,66,+1,7,,9,50,5,84,9,328,417,"South America"
"Cayman Islands",66,,1,,7,58,3,1004,15,778,11838,"North America"
Bahamas,65,+5,9,,12,44,1,165,23,,,"North America"
Uganda,61,+5,,,38,23,,1,,13742,300,Africa
Libya,59,+8,1,,15,43,,9,0.1,891,130,Africa
Haiti,57,,3,,,54,,5,0.3,618,54,"North America"
"French Polynesia",57,+1,,,35,22,1,203,,1655,5892,Australia/Oceania
Benin,54,,1,,27,26,,4,0.08,,,Africa
Guinea-Bissau,50,,,,3,47,,25,,1500,762,Africa
"Sierra Leone",50,+7,,,6,44,,6,,,,Africa
Macao,45,,,,24,21,1,69,,,,Asia
Syria,42,+3,3,,6,33,,2,0.2,,,Asia
Nepal,42,+11,,,4,38,,1,,29567,1015,Asia
Eritrea,39,,,,6,33,,11,,,,Africa
Mozambique,39,,,,8,31,,1,,1163,37,Africa
"Saint Martin",38,+1,2,,19,17,3,983,52,,,"North America"
Mongolia,34,+1,,,8,26,,10,,6800,2074,Asia
Chad,33,,,,8,25,,2,,,,Africa
Eswatini,31,+7,1,,8,22,,27,0.9,714,615,Africa
Zimbabwe,28,+3,3,,2,23,,2,0.2,4159,280,Africa
Angola,24,,2,,6,16,,0.7,0.06,,,Africa
"Antigua and Barbuda",23,,3,,7,13,1,235,31,108,1103,"North America"
Timor-Leste,23,+1,,,1,22,,17,,322,244,Asia
Botswana,20,,1,,,19,,9,0.4,4432,1885,Africa
Laos,19,,,,2,17,,3,,1349,185,Asia
Belize,18,,2,,2,14,1,45,5,651,1637,"North America"
Malawi,18,+1,2,,3,13,1,0.9,0.1,429,22,Africa
Fiji,18,,,,8,10,,20,,,,Australia/Oceania
"New Caledonia",18,,,,17,1,1,63,,3552,12441,Australia/Oceania
Dominica,16,,,,8,8,,222,,345,4793,"North America"
Namibia,16,,,,6,10,,6,,524,206,Africa
"Saint Kitts and Nevis",15,,,,,15,,282,,247,4643,"North America"
"Saint Lucia",15,,,,13,2,,82,,364,1982,"North America"
Curaçao,14,,1,,11,2,,85,6,286,1743,"North America"
CAR,14,+2,,,10,4,,3,,,,Africa
Grenada,14,,,,6,8,4,124,,92,818,"North America"
"St. Vincent Grenadines",12,,,,2,10,,108,,94,847,"North America"
"Turks and Caicos",11,,1,,,10,,284,26,83,2144,"North America"
"Falkland Islands",11,,,,3,8,,3161,,319,91667,"South America"
Greenland,11,,,,11,0,,194,,1150,20257,"North America"
Montserrat,11,,,,2,9,1,2204,,36,7212,"North America"
Seychelles,11,,,,5,6,,112,,,,Africa
Nicaragua,10,,2,,7,1,,2,0.3,,,"North America"
Gambia,10,,1,,2,7,,4,0.4,316,131,Africa
Suriname,10,,1,,6,3,,17,2,404,689,"South America"
"MS Zaandam",9,,2,,,7,,,,,,
"Vatican City",9,,,,2,7,,11236,,,,Europe
Mauritania,7,,1,,6,0,,2,0.2,913,196,Africa
"Papua New Guinea",7,,,,,7,,0.8,,604,68,Australia/Oceania
Bhutan,6,+1,,,2,4,,8,,8765,11359,Asia
"St. Barth",6,,,,6,0,,607,,,,"North America"
"Western Sahara",6,,,,,6,,10,,,,Africa
"British Virgin Islands",5,,1,,3,1,,165,33,,,"North America"
Burundi,5,,1,,4,0,,0.4,0.08,80,7,Africa
"Caribbean Netherlands",5,,,,,5,,191,,110,4195,"North America"
"Sao Tome and Principe",4,,,,,4,,18,,19,87,Africa
"South Sudan",4,,,,,4,,0.4,,,,Africa
Anguilla,3,,,,1,2,,200,,,,"North America"
"Saint Pierre Miquelon",1,,,,,1,,173,,,,"North America"
Yemen,1,,,,,1,,0.03,,,,Asia
China,82758,+11,4632,,77123,1003,82,57,3,,,Asia
*Total:*,879058,"+27,662",48397,"+2,964",100345,730316,15276,,,,,"North America"
*Total:*,1140051,"+26,955",107906,"+3,415",344820,687325,26042,,,,,Europe
*Total:*,409880,"+13,411",15491,+359,191957,202432,6224,,,,,Asia
*Total:*,91257,"+4,771",4312,+233,39752,47193,9472,,,,,"South America"
*Total:*,8190,+26,84,+1,5751,2355,54,,,,,Australia/Oceania
*Total:*,25411,"+1,240",1197,+33,6770,17444,164,,,,,Africa
*Total:*,721,,15,,644,62,7,,,,,
*Total:*,2554568,"+74,065",177402,"+7,005",690039,1687127,57239,327.7,22.8,,,All
