"Country,
Other","Total
Cases","New
Cases","Total
Deaths","New
Deaths","Total
Recovered","Active
Cases","Serious,
Critical","Tot Cases/
1M pop","Deaths/
1M pop","Total
Tests","Tests/
1M pop",Continent
Peru,11475,"+1,172",254,+24,3108,8113,146,348,8,109385,3318,"South America"
"S. Korea",10591,+27,225,+3,7616,2750,55,207,4,534552,10426,Asia
Chile,8273,+356,94,+2,2937,5242,389,433,5,91873,4806,"South America"
Japan,8100,+215,146,,853,7101,152,64,1,89551,708,Asia
Ecuador,7858,+255,388,+19,780,6690,135,445,22,26093,1479,"South America"
Poland,7582,+380,286,+23,668,6628,160,200,8,156493,4135,Europe
Romania,7216,+337,372,+21,1217,5627,245,375,19,74827,3890,Europe
Norway,6797,+174,150,+11,32,6615,64,1254,28,130216,24020,Europe
Denmark,6681,+170,309,+10,2748,3624,89,1153,53,77712,13417,Europe
Australia,6447,+47,63,+2,3686,2698,76,253,2,371377,14564,Australia/Oceania
Pakistan,6383,+546,111,+15,1446,4826,46,29,0.5,73439,332,Asia
Czechia,6301,+190,166,+5,819,5316,84,588,16,137672,12856,Europe
"Saudi Arabia",5862,+493,79,+6,931,4852,71,168,2,150000,4309,Asia
Philippines,5453,+230,349,+14,353,4751,1,50,3,45486,415,Asia
Mexico,5399,+385,406,+74,2125,2868,207,42,3,40091,311,"North America"
UAE,5365,+432,33,+5,1034,4298,1,542,3,767000,77550,Asia
Indonesia,5136,+297,469,+10,446,4221,,19,2,36000,132,Asia
Malaysia,5072,+85,83,+1,2647,2342,56,157,3,87183,2694,Asia
Serbia,4873,+408,99,+5,400,4374,128,558,11,26278,3008,Europe
Ukraine,3764,+392,108,+10,143,3513,45,86,2,39084,894,Europe
Panama,3751,+177,103,+8,75,3573,106,869,24,16854,3906,"North America"
Belarus,3728,+447,36,+3,203,3489,68,395,4,76198,8064,Europe
Qatar,3711,+283,7,,406,3298,37,1288,2,54484,18911,Asia
Singapore,3699,+447,10,,652,3037,29,632,2,72680,12423,Asia
"Dominican Republic",3614,+328,189,+6,208,3217,143,333,17,9275,855,"North America"
Luxembourg,3373,+66,69,+2,526,2778,33,5388,110,30723,49080,Europe
Finland,3237,+76,72,+8,300,2865,75,584,13,48828,8813,Europe
Colombia,3105,+126,131,+4,452,2522,106,61,3,45423,893,"South America"
Thailand,2643,+30,43,+2,1497,1103,61,38,0.6,100498,1440,Asia
Argentina,2571,+294,112,+10,596,1863,117,57,2,24374,539,"South America"
"South Africa",2506,+91,34,+7,410,2062,7,42,0.6,90515,1526,Africa
Egypt,2505,+155,183,+5,589,1733,,24,2,25000,244,Africa
Greece,2192,+22,102,+1,269,1821,72,210,10,50771,4871,Europe
Algeria,2160,+90,336,+10,708,1116,60,49,8,3359,77,Africa
Moldova,2049,+115,46,+5,171,1832,80,508,11,6271,1555,Europe
Morocco,2024,+136,127,+1,229,1668,1,55,3,10392,282,Africa
Croatia,1741,+37,33,+2,473,1235,31,424,8,19256,4691,Europe
Iceland,1727,+7,8,,1077,642,8,5061,23,37386,109558,Europe
Bahrain,1671,+143,7,,663,1001,3,982,4,72647,42694,Asia
Hungary,1579,+67,134,+12,192,1253,58,163,14,37326,3864,Europe
Iraq,1415,+15,79,+1,812,524,,35,2,46135,1147,Asia
Kuwait,1405,+50,3,,206,1196,31,329,0.7,,,Asia
Estonia,1400,+27,35,+4,117,1248,10,1055,26,33967,25606,Europe
"New Zealand",1386,+20,9,,728,649,3,287,2,66499,13790,Australia/Oceania
Uzbekistan,1302,+137,4,,107,1191,8,39,0.1,70000,2091,Asia
Kazakhstan,1295,+63,16,+2,240,1039,20,69,0.9,81359,4333,Asia
Azerbaijan,1253,+56,13,,404,836,24,124,1,75397,7436,Asia
Slovenia,1248,+28,61,+5,165,1022,34,600,29,37114,17852,Europe
Bangladesh,1231,+219,50,+4,49,1132,1,7,0.3,14868,90,Asia
Armenia,1111,+44,17,+1,297,797,30,375,6,9095,3069,Asia
"Bosnia and Herzegovina",1110,+27,41,+1,253,816,4,338,12,13339,4066,Europe
Lithuania,1091,+21,30,+1,138,923,14,401,11,44677,16412,Europe
"Hong Kong",1017,+4,4,,459,554,10,136,0.5,116273,15509,Asia
"North Macedonia",974,+66,45,+1,98,831,15,468,22,9262,4446,Europe
Oman,910,+97,4,,131,775,3,178,0.8,,,Asia
Slovakia,863,+28,6,+4,151,706,5,158,1,31491,5768,Europe
Cameroon,848,,17,+3,165,666,,32,0.6,,,Africa
Cuba,814,+48,24,+3,151,639,15,72,2,20451,1806,"North America"
Afghanistan,784,+70,25,+2,43,716,,20,0.6,,,Asia
Tunisia,780,+33,35,+1,43,702,89,66,3,13137,1112,Africa
Bulgaria,747,+34,36,+1,105,606,31,108,5,18502,2663,Europe
Cyprus,715,+20,12,,65,638,8,592,10,17923,14845,Asia
"Diamond Princess",712,,12,,639,61,7,,,,,
Andorra,673,+14,33,+2,169,471,17,8710,427,1673,21653,Europe
Latvia,666,+9,5,,44,617,3,353,3,29896,15850,Europe
Lebanon,658,+17,21,,85,552,30,96,3,17260,2529,Asia
"Ivory Coast",654,+16,6,,146,502,,25,0.2,,,Africa
Ghana,641,+5,8,,83,550,2,21,0.3,50719,1632,Africa
"Costa Rica",626,+8,4,+1,67,555,11,123,0.8,9089,1784,"North America"
Niger,584,+14,14,,90,480,,24,0.6,4427,183,Africa
"Burkina Faso",542,+14,32,+2,226,284,,26,2,,,Africa
Albania,494,+19,25,+1,251,218,5,172,9,4558,1584,Europe
Uruguay,493,+1,9,+1,272,212,13,142,3,10448,3008,"South America"
Kyrgyzstan,449,+19,5,,78,366,5,69,0.8,26147,4008,Asia
"Channel Islands",447,+7,15,+2,69,363,,2571,86,3320,19095,Europe
Djibouti,435,+72,2,,71,362,,440,2,5936,6008,Africa
Honduras,419,+12,31,+5,9,379,10,42,3,1600,162,"North America"
Nigeria,407,+34,12,+1,128,267,2,2,0.06,5000,24,Africa
Guinea,404,+41,1,+1,31,372,,31,0.08,,,Africa
Jordan,401,+4,7,,250,144,5,39,0.7,20500,2009,Asia
Malta,399,+6,3,,44,352,4,904,7,20139,45611,Europe
Bolivia,397,+43,28,,7,362,3,34,2,2185,187,"South America"
Taiwan,395,+2,6,,137,252,,17,0.3,49748,2089,Asia
"San Marino",393,+21,36,,53,304,15,11582,1061,846,24933,Europe
Réunion,391,,,,237,154,3,437,,,,Africa
Palestine,374,+66,2,,63,309,,73,0.4,17329,3397,Asia
Mauritius,324,,9,,65,250,3,255,7,8279,6510,Africa
Senegal,314,+15,2,,190,122,1,19,0.1,,,Africa
Georgia,306,+6,3,,71,232,6,77,0.8,5027,1260,Asia
Montenegro,288,+5,4,,55,229,7,459,6,3874,6168,Europe
Vietnam,267,+1,,,171,96,8,3,,135938,1397,Asia
"Isle of Man",256,+2,4,+2,151,101,13,3011,47,2175,25578,Europe
DRC,254,+13,21,+1,21,212,,3,0.2,,,Africa
"Sri Lanka",238,+5,7,,63,168,1,11,0.3,4768,223,Asia
Kenya,225,+9,10,+1,53,162,2,4,0.2,9630,179,Africa
Mayotte,217,,3,,69,145,3,795,11,1500,5498,Africa
Venezuela,197,+8,9,,111,77,6,7,0.3,225009,7913,"South America"
"Faeroe Islands",184,,,,166,18,,3766,,5677,116182,Europe
Guatemala,180,+13,5,,19,156,3,10,0.3,1134,63,"North America"
Paraguay,161,+2,8,+1,23,130,1,23,1,3888,545,"South America"
"El Salvador",159,+10,6,,30,123,2,25,0.9,7785,1200,"North America"
Martinique,158,+1,8,+2,73,77,17,421,21,,,"North America"
Mali,148,+4,13,,34,101,,7,0.6,,,Africa
Guadeloupe,145,,8,,67,70,13,362,20,,,"North America"
Brunei,136,,1,,108,27,2,311,2,10579,24182,Asia
Rwanda,136,+2,,,54,82,,11,,6237,482,Africa
Gibraltar,131,+2,,,104,27,1,3888,,1649,48945,Europe
Jamaica,125,+20,5,+1,21,99,,42,2,1391,470,"North America"
Cambodia,122,,,,96,26,1,7,,5768,345,Asia
Congo,117,+43,5,,11,101,,21,0.9,,,Africa
"Trinidad and Tobago",114,+1,8,,19,87,,81,6,1282,916,"North America"
Madagascar,110,+2,,,29,81,1,4,,,,Africa
Monaco,93,,3,+2,12,78,2,2370,76,,,Europe
Aruba,93,+1,1,+1,39,53,1,871,9,1198,11221,"North America"
Tanzania,88,+35,4,+1,11,73,,1,0.07,,,Africa
"French Guiana",86,,,,51,35,1,288,,,,"South America"
Ethiopia,85,+3,3,,15,67,,0.7,0.03,4988,43,Africa
Bermuda,81,+24,5,,33,43,3,1301,80,527,8462,"North America"
Togo,81,+4,3,,35,43,,10,0.4,3036,367,Africa
Somalia,80,+20,5,+3,2,73,2,5,0.3,,,Africa
Gabon,80,+23,1,,4,75,,36,0.4,,,Africa
Liechtenstein,79,,1,,55,23,,2072,26,900,23605,Europe
Myanmar,74,+11,4,,2,68,,1,0.07,2836,52,Asia
Barbados,73,,5,,15,53,4,254,17,864,3007,"North America"
"Cayman Islands",60,+6,1,,6,53,3,913,15,636,9677,"North America"
Liberia,59,,6,,4,49,,12,1,,,Africa
"Cabo Verde",56,+45,1,,1,54,,101,2,,,Africa
Guyana,55,+8,6,,8,41,5,70,8,213,271,"South America"
"French Polynesia",55,,,,,55,1,196,,920,3275,Australia/Oceania
Uganda,55,,,,12,43,,1,,7693,168,Africa
"Sint Maarten",53,+1,9,,5,39,2,1236,210,157,3662,"North America"
Bahamas,53,+4,8,,6,39,1,135,20,,,"North America"
"Equatorial Guinea",51,+10,,,4,47,,36,,854,609,Africa
Zambia,48,+3,2,,30,16,1,3,0.1,1696,92,Africa
Libya,48,+13,1,,11,36,,7,0.1,634,92,Africa
Macao,45,,,,15,30,1,69,,,,Asia
Guinea-Bissau,43,,,,,43,,22,,1500,762,Africa
Haiti,41,+1,3,,,38,,4,0.3,365,32,"North America"
"Saint Martin",35,+3,2,,13,20,5,905,52,,,"North America"
Benin,35,,1,,18,16,,3,0.08,,,Africa
Eritrea,35,,,,,35,,10,,,,Africa
Syria,33,+4,2,,5,26,,2,0.1,,,Asia
Sudan,32,,5,,4,23,,0.7,0.1,,,Africa
Mongolia,30,,,,5,25,,9,,1000,305,Asia
Mozambique,29,+1,,,2,27,,0.9,,793,25,Africa
Zimbabwe,23,+6,3,,1,19,,2,0.2,716,48,Africa
"Antigua and Barbuda",23,,2,,3,18,1,235,20,73,745,"North America"
Chad,23,,,,2,21,,1,,,,Africa
Maldives,22,+2,,,16,6,,41,,2899,5363,Asia
Angola,19,,2,,5,12,,0.6,0.06,,,Africa
Laos,19,,,,1,18,,3,,1235,170,Asia
Belize,18,,2,,,16,1,45,5,567,1426,"North America"
"New Caledonia",18,,,,1,17,1,63,,3002,10515,Australia/Oceania
Malawi,16,,2,,,14,1,0.8,0.1,343,18,Africa
Nepal,16,,,,1,15,,0.5,,6299,216,Asia
Dominica,16,,,,8,8,,222,,345,4793,"North America"
Fiji,16,,,,,16,,18,,,,Australia/Oceania
Namibia,16,,,,3,13,,6,,362,142,Africa
"Saint Lucia",15,,,,11,4,,82,,319,1737,"North America"
Eswatini,15,,,,8,7,,13,,714,615,Africa
Curaçao,14,,1,,10,3,,85,6,230,1402,"North America"
Grenada,14,,,,,14,2,124,,92,818,"North America"
"Saint Kitts and Nevis",14,,,,,14,,263,,234,4399,"North America"
Botswana,13,,1,,,12,,6,0.4,3441,1463,Africa
"Sierra Leone",13,+2,,,,13,,2,,,,Africa
CAR,12,+1,,,4,8,,2,,,,Africa
"St. Vincent Grenadines",12,,,,1,11,,108,,87,784,"North America"
"Falkland Islands",11,,,,1,10,,3161,,137,39368,"South America"
Greenland,11,,,,11,0,,194,,912,16065,"North America"
Montserrat,11,,,,1,10,1,2204,,36,7212,"North America"
Seychelles,11,,,,,11,,112,,,,Africa
Suriname,10,,1,,6,3,,17,2,,,"South America"
"Turks and Caicos",10,,1,,,9,,258,26,71,1834,"North America"
"MS Zaandam",9,,2,,,7,,,,,,
Gambia,9,,1,,2,6,,4,0.4,281,116,Africa
Nicaragua,9,,1,,4,4,,1,0.2,,,"North America"
"Vatican City",8,,,,2,6,,9988,,,,Europe
Timor-Leste,8,+2,,,1,7,,6,,,,Asia
Mauritania,7,,1,,2,4,,2,0.2,593,128,Africa
"St. Barth",6,,,,4,2,,607,,,,"North America"
"Western Sahara",6,,,,,6,,10,,,,Africa
Burundi,5,,1,,,4,,0.4,0.08,,,Africa
Bhutan,5,,,,2,3,,6,,1166,1511,Asia
"Sao Tome and Principe",4,,,,,4,,18,,19,87,Africa
"South Sudan",4,,,,,4,,0.4,,,,Africa
Anguilla,3,,,,1,2,,200,,,,"North America"
"British Virgin Islands",3,,,,2,1,,99,,,,"North America"
"Caribbean Netherlands",3,,,,,3,,114,,10,381,"North America"
"Papua New Guinea",2,,,,,2,,0.2,,72,8,Australia/Oceania
"Saint Pierre Miquelon",1,,,,,1,,173,,,,"North America"
Yemen,1,,,,,1,,0.03,,,,Asia
China,82295,,3342,,77816,1137,113,57,2,,,Asia
*Total:*,688580,"+32,501",30365,"+2,678",60653,597562,14595,,,,,"North America"
*Total:*,970757,"+33,469",88319,"+4,601",257966,624472,28603,,,,,Europe
*Total:*,332622,"+11,225",12019,+294,159945,160658,6462,,,,,Asia
*Total:*,63302,"+5,613",2797,+286,22378,38127,1218,,,,,"South America"
*Total:*,7924,+67,72,+2,4415,3437,81,,,,,Australia/Oceania
*Total:*,17827,+955,913,+37,3862,13052,178,,,,,Africa
*Total:*,721,,14,,639,68,7,,,,,
*Total:*,2081733,"+83,830",134499,"+7,898",509858,1437376,51144,267.1,17.3,,,All
